element,system,code,display,occurrences,n_quantity,n_string,n_codeable,n_boolean,n_integer,n_datetime,n_other,n_no_value,n_data_absent,shape,scale_hint,distinct_values,domain_truncated,units
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228370,CO / CI Change,1326,1326,0,0,0,0,0,0,0,0,quantitative,Qn,0,,%=1326
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80088,LACTOBACILLUS SPECIES,1323,0,1266,0,0,0,0,0,57,0,enumerated,NomOrd,11,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227653,Pad Change/Hour,1317,0,1317,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80087,STENOTROPHOMONAS MALTOPHILIA,1313,0,280,0,0,0,0,0,1033,0,enumerated,NomOrd,22,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227460,Phenobarbital,1311,1311,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ug/mL=1311
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227584,GU Catheter D/C Date,1310,0,0,0,0,0,1310,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51026,"Amylase, Body Fluid",1307,1279,28,0,0,0,0,0,0,0,quantitative,Qn,1,,IU/L=1279
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227624,Undermining Present #9,1305,0,1305,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229559,Cardiac Assist Cannula Site Appear,1305,0,1305,0,0,0,0,0,0,0,enumerated,NomOrd,12,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51164,CD19,1305,18,1287,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224643,Manual Blood Pressure Diastolic Left,1296,1296,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mmHg=1296
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227618,Pressure Ulcer Stage #9,1294,740,554,0,0,0,0,0,0,0,mixed,,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224749,Nitric Oxide,1290,1290,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ppm=1290
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225725,Dialysis Catheter Tip Cultured,1286,1286,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51370,"Joint Crystals, Birefringence",1277,0,1277,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51371,"Joint Crystals, Comment",1277,0,1277,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51372,"Joint Crystals, Location",1277,0,1277,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51374,"Joint Crystals, Shape",1277,0,1277,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227623,Tunneling Present #10,1276,0,1276,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229592,Exam-GU,1275,0,1275,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229594,Exam-GI/GU,1275,0,1275,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228504,Impaired Skin #9- Location,1274,0,1274,0,0,0,0,0,0,0,enumerated,NomOrd,52,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51052,"Creatinine, Pleural",1274,1270,4,0,0,0,0,0,0,0,quantitative,Qn,1,,mg/dL=1270
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225352,PA Catheter Change over Wire Date,1272,0,0,0,0,0,1272,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228766,Pressure ulcer #4- Drainage amount,1269,0,1269,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227775,Skeletal Traction #1 - Pounds,1262,1262,0,0,0,0,0,0,0,0,quantitative,Qn,0,,lbs=1262
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229824,HCT (VAD),1262,1262,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51033,FetalFN,1262,0,1262,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51168,CD20,1259,12,1247,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51152,CD10,1257,0,1257,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51174,CD3 %,1256,1246,10,0,0,0,0,0,0,0,quantitative,Qn,1,,%=1246
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51175,CD3 Absolute Count,1256,1246,10,0,0,0,0,0,0,0,quantitative,Qn,1,,#/uL=1246
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52992,Iron Stain,1255,0,1255,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225372,Pheresis Catheter Tubing Change,1254,0,0,0,0,0,1254,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51894,"Strep A, Rapid Antigen",1254,1,1253,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228569,Incision #5- Cleanse,1253,0,1253,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90137,QUANTITATIVE RPR,1247,0,454,793,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51184,CD5,1246,0,1246,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51238,Kappa,1246,0,1246,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51239,Lambda,1246,0,1246,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225108,Tobacco use,1240,1240,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227815,Site Appearance - Adjunctive Pain Management,1232,0,1232,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51772,PAN3,1232,137,1083,0,0,0,0,0,12,12,mixed,,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227807,In-line Suction Catheter Changed,1229,1229,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51230,HLA-DR,1228,0,1228,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51664,HPE8,1220,211,1009,0,0,0,0,0,0,0,mixed,,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90095,VARICELLA-ZOSTER CULTURE,1219,0,938,197,0,0,0,0,84,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226632,Cath Lab,1211,1211,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=1211
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224856,Restraints Ordered,1207,1207,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51921,"proBNP, Pleural",1204,1171,33,0,0,0,0,0,0,0,quantitative,Qn,1,,pg/mL=1171
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228895,Impaired Fluid Balance NCP - Goal,1196,0,1196,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51503,Triple Phosphate Crystals,1193,0,1193,0,0,0,0,0,0,0,enumerated,NomOrd,17,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52123,"G6PD, Qualitative",1189,0,1189,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228445,Angio Appearance # 3,1188,0,1188,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90155,MOLECULAR CYTOGENETICS-DNA Probe,1184,0,0,1184,0,0,0,0,0,0,enumerated,NomOrd,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90226,RPR w/check for Prozone,1184,0,1170,14,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90213,Enterovirus Culture,1162,0,1135,23,0,0,0,0,4,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229555,Cardiac Assist Cannula Change,1159,0,0,0,0,0,1159,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228728,Pressure ulcer #6- Length,1156,1156,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=1156
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228625,Pressure Ulcer #6- Width,1152,1152,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=1152
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229537,Pheresis Catheter Type,1148,0,1148,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229680,Impella Line Type,1144,0,1144,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226591,L Pleural #2,1141,1141,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=1141
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226625,Tap,1140,1140,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=1140
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227243,Manual Blood Pressure Systolic Right,1136,1136,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mmHg=1136
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227677,Reason for Restraint/Seclusion (Violent),1135,0,1135,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51165,CD19 %,1134,1130,4,0,0,0,0,0,0,0,quantitative,Qn,1,,%=1130
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51166,CD19 Absolute Count,1134,1130,4,0,0,0,0,0,0,0,quantitative,Qn,1,,#/uL=1130
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51169,CD20 %,1134,1130,4,0,0,0,0,0,0,0,quantitative,Qn,1,,%=1130
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51170,CD20 Absolute Count,1134,1129,5,0,0,0,0,0,0,0,quantitative,Qn,1,,#/uL=1129
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227760,Presep Catheter Placement Confirmed by X-ray,1128,0,1128,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228859,Impaired Skin #7- Type,1124,0,1124,0,0,0,0,0,0,0,enumerated,NomOrd,15,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228165,Impella Daily Tubing Change,1123,0,0,0,0,0,1123,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228707,Progress,1122,0,1122,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80007,ENTEROBACTER AEROGENES,1110,0,130,0,0,0,0,0,980,0,enumerated,NomOrd,19,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80254,"CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",1109,0,1108,0,0,0,0,0,1,0,enumerated,NomOrd,15,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227625,Undermining Present #10,1107,0,1107,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225730,PA Catheter Line Tip Cultured,1104,1104,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51299,Von Willebrand Factor Antigen,1098,1049,49,0,0,0,0,0,0,0,quantitative,Qn,2,,%=1049
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229087,Critically ill,1096,0,1096,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51298,Von Willebrand Factor Activity,1094,987,107,0,0,0,0,0,0,0,mixed,,4,,%=987
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51429,Mesothelial cells,1093,1092,1,0,0,0,0,0,0,0,quantitative,Qn,1,,%=1092
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224452,Traction/Immobile Location #2,1090,0,1090,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51162,CD16/56 Absolute Count,1090,1085,5,0,0,0,0,0,0,0,quantitative,Qn,1,,#/uL=1085
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51163,CD16/56%,1090,1085,5,0,0,0,0,0,0,0,quantitative,Qn,1,,%=1085
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227652,Lochia Estimate,1088,0,1088,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229256,Flow Alarm (Hi) (LVAD),1088,1088,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229258,Flow Alarm (Lo) (LVAD),1088,1088,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90104,Direct Antigen Test for Herpes Simplex Virus Types 1 & 2,1088,0,1,923,0,0,0,0,164,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228449,Angio Site # 3,1086,0,1086,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229264,Suction events (LVAD),1084,0,1084,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80248,CITROBACTER FREUNDII COMPLEX,1078,0,76,0,0,0,0,0,1002,0,enumerated,NomOrd,10,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228447,Angio Dressing # 3,1075,0,1075,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224713,Circuit Changed,1069,0,1069,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228776,Pressure ulcer #4- Odor,1068,1068,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228986,Safety Restraints NCP - Goal,1067,0,1067,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51688,Lyme C6 Ab,1065,0,1065,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227648,Clots,1064,0,1064,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51689,Lyme G and M Value,1061,1042,19,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51317,CD23,1058,0,1058,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51335,FMC-7,1058,0,1058,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228302,CAM-ICU RASS LOC,1057,0,1057,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228613,Pressure Ulcer #4- Depth,1054,1054,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=1054
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228838,Pressure ulcer #6- Tunneling present,1046,0,1046,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229250,Cannula sites visually inspected (LVAD),1046,0,1046,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226595,R Pleural #2,1043,1043,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=1043
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227242,Manual Blood Pressure Diastolic Right,1042,1042,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mmHg=1042
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226617,Sump #1,1041,1041,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=1041
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90222,MTB Direct Amplification,1041,0,202,713,0,0,0,0,126,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229262,Speed (LVAD),1039,1039,0,0,0,0,0,0,0,0,quantitative,Qn,0,,RPM=1039
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224900,Impaired Skin Depth #7,1036,1036,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=1036
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51368,Eosinophils,1036,1036,0,0,0,0,0,0,0,0,quantitative,Qn,0,,%=1036
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51215,FMC-7,1033,0,1033,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229254,Flow (LVAD),1030,1030,0,0,0,0,0,0,0,0,quantitative,Qn,0,,L/min=1030
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228523,Impaired Skin #6- Cleanse,1025,0,1025,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51754,VZV IgG Ab Value,1024,975,49,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51753,VZV IgG Ab,1023,0,1023,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51416,CD7,1020,0,1020,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220128,Right Ventricular Assist Device Flow,1019,1019,0,0,0,0,0,0,0,0,quantitative,Qn,0,,L/min=1019
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51172,CD23,1019,0,1019,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228017,RIC Phlebitis Scale,1018,0,1018,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228018,RIC Infiltration Scale,1015,0,1015,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51399,CD2,1014,0,1014,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228544,Pressure Ulcer #6- Treatment,1003,0,1003,0,0,0,0,0,0,0,enumerated,NomOrd,22,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229502,MDnoteConsent,1001,0,1001,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223775,VAD Beat Rate R,1000,1000,0,0,0,0,0,0,0,0,quantitative,Qn,0,,bpm=1000
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80055,GRAM POSITIVE COCCUS(COCCI),999,0,995,0,0,0,0,0,4,0,enumerated,NomOrd,12,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224659,Vacuum Assist,997,997,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mmHg=997
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228798,Pressure ulcer #6- Dressing change,991,0,0,0,0,0,991,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228757,Pressure ulcer #5- Drainage,989,0,989,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51769,RUBIgGV,984,968,16,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229534,Multi Lumen - Obturator in place,983,0,983,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225389,Presep Catheter Zero/Calibrate,982,982,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228291,IO Insertion Date,980,0,0,0,0,0,980,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51724,Rubella IgG Ab,980,0,980,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80008,ENTEROBACTER CLOACAE,978,0,160,0,0,0,0,0,818,0,enumerated,NomOrd,16,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225738,CCO PAC Discontinued,973,0,973,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51406,CD34,971,817,154,0,0,0,0,0,0,0,mixed,,2,,#/uL=817
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228719,Vented,969,969,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227603,Impaired Skin Length #10,966,966,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=966
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90194,R/O Group B Strep - Penicillin Allergy,952,0,612,0,0,0,0,0,340,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228848,Pressure ulcer #6- Undermining present,948,0,948,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229252,Emergency Equipment at bedside (LVAD),947,0,947,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51471,Cellular Cast,944,926,18,0,0,0,0,0,0,0,quantitative,Qn,4,,#/lpf=926
