mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00003259,Mouth and Throat - Anti-infective Mixtures,,,"code-search proposed 373249005 'Anti-infective agent' at 0.75, below the 0.8 threshold.",373249005,Anti-infective agent,0.75,below-threshold,"Substance-level match for 'anti-infective'; mouth/throat site not a substance attribute, so broader match chosen"
00003261,Mouth and Throat - Anti-infective-Local Anesthetic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00003264,Mouth and Throat - Local Anesthetic Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search text describes a combination product (""Mouth and Throat - Local Anesthetic Combinations Other"") — a specific drug product category, not a single substance. This is a Substance ValueSet. No single substance code captures ""combination of local anesthetics for mouth and throat."" The candidates are individual substances, all narrower than the combination concept.

This is a type/specificity mismatch — the input is a combination product category, and no substance code represents it. Return empty."
00003269,Acne Therapy Topical - Retinoids and Derivatives,372579009,Retinoid,,372579009,Retinoid,0.80,ok,Retinoid substance class matches the retinoids and derivatives category
00003270,Acne Therapy Systemic - Retinoids and Derivatives,372579009,Retinoid,,372579009,Retinoid,0.80,ok,Retinoid substance class matches systemic retinoid therapy
00003271,Acne Therapy Topical - Keratolytic,,,"code-search proposed 387253001 'Salicylic acid' at 0.75, below the 0.8 threshold.",387253001,Salicylic acid,0.75,below-threshold,Keratolytic substance used topically for acne
00003274,Acne Therapy Topical - Keratolytic Mixtures,,,"code-search proposed 387253001 'Salicylic acid' at 0.60, below the 0.8 threshold.",387253001,Salicylic acid,0.60,below-threshold,Keratolytic used in topical acne therapy; category not a single substance
00003275,Acne Therapy Topical - Retinoid Combinations Other,,,"code-search proposed 372579009 'Retinoid' at 0.60, below the 0.8 threshold.",372579009,Retinoid,0.60,below-threshold,Substance VS; retinoid is closest broader match for retinoid combination product
00003276,Acne Therapy Topical - Anti-infective-Keratolytic Combinations,,,"code-search proposed 91598004 'Benzoyl peroxide' at 0.55, below the 0.8 threshold.",91598004,Benzoyl peroxide,0.55,below-threshold,Substance with anti-infective and keratolytic acne action; solely possible match
00003277,Acne Therapy Topical - Anti-infective-Retinoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 13 tool call(s)
00003279,Acne Therapy Topical - Anti-infective Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The Substance ValueSet contains no code for an acne topical anti-infective combination product. The closest candidate, ""Anti-infective agent,"" lacks the acne/topical/combination specificity and would overstep nothing but understate the meaning. No candidate captures the meaning at the right specificity. Return empty."
00003281,Acne Therapy Topical - Keratolytic-Glucocorticoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00003283,Dermatological - Antifungals Other,373219008,Antifungal,,373219008,Antifungal,0.85,ok,Substance with antifungal mechanism of action; 'Other' is a non-coded qualifier
00003284,Dermatological - Antifungal Amphoteric Polyene Macrolides,,,"code-search proposed 372643008 'Amphotericin' at 0.50, below the 0.8 threshold.",372643008,Amphotericin,0.50,below-threshold,"Class name; no polyene macrolide class code, prototype substance best match"
00003304,Dermatological Antipruritics Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00003306,Dermatological - Antipsoriatic Agents Topical,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 13 tool call(s)
00003307,Dermatological - Burn Products Anti-infective,,,"code-search proposed 373249005 'Anti-infective agent' at 0.75, below the 0.8 threshold.",373249005,Anti-infective agent,0.75,below-threshold,Broad anti-infective agent matches category; specific substances overstep
00003326,Dermatological - Glucocorticoid,419933005,Glucocorticoid,,419933005,Glucocorticoid,0.85,ok,Glucocorticoid substance; dermatological is a qualifier
00003327,Dermatological - Enzymes,90668006,Enzyme,,90668006,Enzyme,0.80,ok,Substance with enzyme mechanism of action; dermatological qualifier uncoded
00003331,Dermatological - Enzyme Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"This is a residual ""other"" drug-category label with no corresponding substance concept; no candidate captures a generic dermatological enzyme combination."
00003333,Dermatological - Antibacterial Mixtures,,,"code-search proposed 419241000 'Antibacterial' at 0.75, below the 0.8 threshold.",419241000,Antibacterial,0.75,below-threshold,Broad antibacterial substance; dermatological qualifier not separately coded
00003334,Dermatological - Antibacterial-Local Anesthetic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"Reasoning: The input is a combination product class (dermatological antibacterial + local anesthetic). No single substance captures this combination; searching found only individual antibacterial and local anesthetic substances, not a combination drug category. Type mismatch — return empty."
00003336,Dermatological - Antifungal Mixtures,,,"code-search proposed 373219008 'Substance with antifungal mechanism of action' at 0.70, below the 0.8 threshold.",373219008,Substance with antifungal mechanism of action,0.70,below-threshold,Closest substance match; no mixture/dermatological-specific concept
00003337,Dermatological - Antiseborrheic,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00003338,Antiseptic - Others,,,"code-search proposed 1363047005 'Antiseptic and/or disinfectant' at 0.75, below the 0.8 threshold.",1363047005,Antiseptic and/or disinfectant,0.75,below-threshold,General antiseptic substance category matching 'Antiseptic - Others'
00003339,Antiseptic - Quaternary Ammonium,,,"code-search proposed 301712000 'Quaternary ammonium compound' at 0.70, below the 0.8 threshold.",301712000,Quaternary ammonium compound,0.70,below-threshold,Captures quaternary ammonium; no specific antiseptic subtype exists
00003340,Antiseptic - Phenol Derivatives,,,"code-search proposed 116613007 'Phenol' at 0.75, below the 0.8 threshold.",116613007,Phenol,0.75,below-threshold,Phenol is the antiseptic base substance; no exact 'phenol derivative antiseptic' code exists
00003341,Antiseptic - Biguanides,1380260000,Biguanide antiseptic and/or disinfectant,,1380260000,Biguanide antiseptic and/or disinfectant,0.90,ok,Matches the biguanide antiseptic class
00003344,Contrast Media - Iodinated Nonionic,1340009006,Non-ionic iodinated radiographic imaging contrast media,,1340009006,Non-ionic iodinated radiographic imaging contrast media,0.95,ok,FSN matches input exactly
00003350,Dermatological - Depigmenting Agents,,,"code-search proposed 387422001 'Hydroquinone' at 0.60, below the 0.8 threshold.",387422001,Hydroquinone,0.60,below-threshold,Prototypical dermatological depigmenting agent; no class concept exists
00003351,Scabicide and Pediculicide Single Agents,,,"code-search proposed 39552000 'Substance with scabicide mechanism of action' at 0.70, below the 0.8 threshold.",39552000,Substance with scabicide mechanism of action,0.70,below-threshold,Substance class capturing scabicide aspect; no combined scabicide+pediculicide concept exists
00003352,Dermatological - Keratolytic-Antimitotic Single Agents,,,"code-search proposed 387253001 'Salicylic acid' at 0.60, below the 0.8 threshold.",387253001,Salicylic acid,0.60,below-threshold,Class of keratolytic agents; salicylic acid is the representative keratolytic substance
00003354,Hair Growth Agents - Topical,,,"code-search proposed 387272001 'Minoxidil' at 0.70, below the 0.8 threshold.",387272001,Minoxidil,0.70,below-threshold,No class code for topical hair growth agents; Minoxidil is the canonical topical hair growth substance
00003356,Dermatological - Ornithine Decarboxylase (ODC) Inhibitors,,,"code-search proposed 372533004 'Eflornithine' at 0.70, below the 0.8 threshold.",372533004,Eflornithine,0.70,below-threshold,No ODC inhibitor class code exists; eflornithine is the ODC inhibitor used dermatologically
00003359,Dermatological - Local Anesthetic Gas Single Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00003360,Dermatological - Local Anesthetic Gas Combinations,,,"code-search proposed 22005007 'Ethyl chloride' at 0.70, below the 0.8 threshold.",22005007,Ethyl chloride,0.70,below-threshold,Topical dermatological local anesthetic gas; closest substance match
00003365,Dermatological - Antibacterial-Glucocorticoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00003366,Dermatological - Antifungal-Glucocorticoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00003367,"Dermatological - Antibacterial,Antifungal Agent with Glucocorticoid",,,"code-search proposed 419933005 'Glucocorticoid' at 0.50, below the 0.8 threshold.",419933005,Glucocorticoid,0.50,below-threshold,Combination product; no single code captures all three components
00003369,Dermatological - Antifungal Combinations Other,,,"code-search proposed 373219008 'Antifungal' at 0.70, below the 0.8 threshold.",373219008,Antifungal,0.70,below-threshold,Broadest substance match for antifungal combination category
00003370,Pharmaceutical Adjuvant - Flavoring Agents,80259003,Food flavouring agent,,80259003,Food flavouring agent,0.85,ok,Flavoring agent matches; pharmaceutical adjuvant qualifier not explicit
00003375,Dermatological - Glucocorticoid-Emollient Combinations,,,"code-search proposed 419933005 'Glucocorticoid' at 0.70, below the 0.8 threshold.",419933005,Glucocorticoid,0.70,below-threshold,Combination product; primary component is glucocorticoid
00003376,Dermatological - Emollients,373380003,Emollient,,373380003,Emollient,0.85,ok,FSN 'Emollient (substance)' matches the emollient concept
00003377,Dermatological - Emollient Mixtures,373380003,Emollient,,373380003,Emollient,0.80,ok,Closest substance match; 'mixtures' unstated qualifier
00003379,Dermatological - Protectants,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00003380,Dermatological - Protectant Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00003381,Dermatological - NSAID Single Agents,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.85,ok,NSAID agent matches substance class; 'dermatological/single agent' are unstated qualifiers
00003382,Dermatological Irritants-Counter-Irritant Single Agents,,,"code-search proposed 406429003 'Irritant' at 0.70, below the 0.8 threshold.",406429003,Irritant,0.70,below-threshold,Substance class; broader match for counter-irritant agents
00003383,Dermatological - Antibacterial Polymyxins and Derivatives,373224006,Polymyxin,,373224006,Polymyxin,0.85,ok,Polymyxin substance captures antibacterial polymyxins and derivatives
00003385,Dermatological - Antibacterial Tetracyclines,373206009,Tetracycline antibacterial,,373206009,Tetracycline antibacterial (substance),0.90,ok,"Class-level tetracycline antibacterial matches the substance group; dermatological is use context, not substance meaning"
00003386,Dermatological - Antibacterial Erythromycins,372694001,Erythromycin,,372694001,Erythromycin,0.85,ok,FSN matches substance; dermatological/antibacterial are class qualifiers
00003387,Dermatological - Antibacterial Aminoglycosides,14443002,Aminoglycoside antibacterial,,14443002,Aminoglycoside antibacterial,0.88,ok,FSN matches aminoglycoside antibacterial class; dermatological is usage qualifier
00003391,Dermatological - Antibacterial Other,419241000,Antibacterial,,419241000,Antibacterial,0.80,ok,Core concept is antibacterial substance; dermatological/other are non-coded qualifiers
00003393,Dermatological - Antibacterial Sulfonamides,372788003,Sulfonamide antibacterial,,372788003,Antibacterial sulfonamide,0.85,ok,FSN matches antibacterial sulfonamide substance; 'dermatological' is category label only
00003408,Dermatological - Antiperspirants,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00003411,Hemostatic Systemic - Antifibrinolytic Agents,418901005,Plasmin inhibitor agent,,418901005,Plasmin inhibitor agent,0.90,ok,Antifibrinolytic agents are plasmin inhibitors; class matches exactly
00003414,Hemostatic Topical Agents,372681003,Haemostatic agent,,372681003,Haemostatic agent,0.85,ok,"FSN matches 'hemostatic agents'; 'topical' is a route qualifier not separately coded, and specific sponges/powders would overstep"
00003421,Antiseptic - Alcohols,419343004,Alcohol disinfectant,,419343004,Alcohol disinfectant,0.82,ok,Alcohols with antiseptic/disinfectant action; FSN closest available match
00003422,Dermatological - Miscellaneous Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00003424,Dermatological - Astringent Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00003426,Antiseptic - Oxidizing Agents,1382092001,Oxidant,,1382092001,Oxidant (substance),0.85,ok,FSN 'Substance with oxidizing mechanism of action' matches oxidizing agents
00003427,Pharmaceutical Adjuvant - Suspending Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003428,Pharmaceutical Adjuvant - Inhalation Vehicles,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00003464,B-Complex Vitamins,103069003,Vitamin B and/or vitamin B derivative,,103069003,Vitamin B and/or vitamin B derivative,0.85,ok,No single B-complex code; parent captures full B vitamin group
00003466,Antihyperlipidemic Agents - Dietary Source,,,"code-search proposed 373267003 'Antilipemic agent' at 0.70, below the 0.8 threshold.",373267003,Antilipemic agent,0.70,below-threshold,Closest substance class; dietary source qualifier not separately coded
00003476,Minerals and Electrolytes - Multiple Minerals,,,code-search proposed 48215011000036108 'Mineral mixture' at 0.80 but that concept is inactive or outside the SNOMED CT international core module.,48215011000036108,Mineral mixture,0.80,gate-failed,Captures 'Multiple Minerals'; correct substance type
00003477,Minerals and Electrolytes - Multiple Mineral Combinations,,,"code-search proposed 87918000 'Mineral' at 0.75, below the 0.8 threshold.",87918000,Mineral,0.75,below-threshold,FSN matches core concept; no specific combination code exists
00003484,Parenteral Nutrition - Intravenous Fat Emulsions,47413004,Fat emulsion,,47413004,Fat emulsion,0.85,ok,FSN matches intravenous fat emulsion substance precisely
00003507,Diagnostic - Multiple Urine Tests,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003508,Diagnostic - Urine Test Others,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00003510,Medical Supplies and DME - Blood Glucose Tests,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003511,Diagnostic - Blood Test Others,,,code-search proposed 396550006 'Blood test' at 0.85 but that code is not a member of SNOMED CT <<105590001.,396550006,Blood test,0.85,out-of-constraint,Generic category 'blood test' matches input; [P] candidates all add unstated test specificity
00003514,Medical Supplies and DME - Urine Glucose-Acetone Combination Tests,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00003515,Vitamins - B Preparation Combinations,,,"code-search proposed 103069003 'Vitamin B and/or vitamin B derivative' at 0.60, below the 0.8 threshold.",103069003,Vitamin B and/or vitamin B derivative,0.60,below-threshold,No combination code exists; broadest B-vitamin concept matches input
00003525,Factor IX Preparations,54378000,Factor IX,,54378000,Factor IX,0.85,ok,Base Factor IX substance captures generic 'preparations' meaning
00003529,Factor VII Preparations,30804005,Factor VII,,30804005,Coagulation factor VII,0.90,ok,FSN matches Factor VII substance; 'preparations' is non-coded qualifier
00003536,Medical Supplies and DME - Peak Flow Meters,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003572,Medical Supplies and DME - Nerve Stimulators and Accessories,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003613,Alternative Therapy - Impotence Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00003614,Diagnostic Drugs - Cardiovascular,,,"code-search proposed 373782009 'Diagnostic substance' at 0.70, below the 0.8 threshold.",373782009,Diagnostic substance,0.70,below-threshold,Captures 'Diagnostic Drugs'; cardiovascular is unstated qualifier
00003615,Diagnostic Drugs - Renal Function,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00003616,Diagnostic Drugs - Metabolic Function,,,"code-search proposed 373782009 'Diagnostic substance' at 0.70, below the 0.8 threshold.",373782009,Diagnostic substance,0.70,below-threshold,Broadest substance match for 'diagnostic drugs'; metabolic qualifier not separately coded
00003627,Vaccine Viral - Mumps and Related,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00003633,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00003634,Vaccine Bacterial - Gram Positive Cocci,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00003644,Sclerosing Agents,372654003,Sclerosing agent,,372654003,Sclerosing agent,0.85,ok,
00003646,Analgesic or Antipyretic Non-Opioid Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00003647,Salicylate Analgesic and Sedative Combinations,,,"code-search proposed 255637000 'Salicylate' at 0.70, below the 0.8 threshold.",255637000,Salicylate,0.70,below-threshold,No single combination code; primary component is salicylate
00003649,Salicylate Analgesic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"<｜｜DSML｜｜tool_calls>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">salsalate</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">salicylate combination</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">acetyl salicylic acid combination</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
</｜｜DSML｜｜tool_calls>"
00003664,Analgesic Opioid Oxycodone Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00003690,Antidote Others,372892004,Antidote,,372892004,Antidote,0.85,ok,Generic Antidote substance matches 'Antidote Others' catch-all category
00003706,Abortifacients- Progesterone Receptor Antagonist,767105009,Substance with progesterone receptor antagonist mechanism of action,,767105009,Substance with progesterone receptor antagonist mechanism of action,0.85,ok,Progesterone receptor antagonist class matches; abortifacient use implied
00003707,Antipsychotic -Atypical Dopamine-Serotonin Antag-Dibenzothiazepine Der,387568001,Clozapine,,387568001,Clozapine,0.85,ok,Clozapine is an atypical dibenzothiazepine antipsychotic acting as dopamine-serotonin antagonist
00003708,Antipsychotic - Dibenzoxazepine Derivatives,764427001,Dibenzoxazepine compound,,764427001,Dibenzoxazepine compound,0.85,ok,"Class concept for dibenzoxazepine derivatives, replacement for antipsychotic class; individual drugs are narrower instances"
00003709,Antipsychotic -Atypical Dopamine-Serotonin Antag-Thienobenzodiazepines,386849001,Olanzapine,,386849001,Olanzapine,0.80,ok,Thienobenzodiazepine atypical antipsychotic class; olanzapine is the representative substance
00003725,Migraine Therapy - Carboxylic Acid Derivatives,387080000,Valproic acid,,387080000,Valproic acid,0.85,ok,Valproic acid is the carboxylic acid derivative used for migraine therapy
00003745,Migraine Therapy - Analgesic-Vasoconstrictor-Sedative Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00003748,Diagnostic Drugs - Pituitary Function,,,"code-search proposed 373782009 'Diagnostic substance' at 0.60, below the 0.8 threshold.",373782009,Diagnostic substance,0.60,below-threshold,"Substance VS; input is diagnostic drugs category, best substance match is broad diagnostic substance"
00003751,Electrolyte Depleters - Ion Exchange Resin,373238004,Ion exchange resin,,373238004,Ion exchange resin,0.92,ok,Generic ion exchange resin class matches the category exactly without overstepping
00003753,Irrigation Solutions,,,code-search proposed 785898006 'Irrigation solution' at 0.85 but that code is not a member of SNOMED CT <<105590001.,785898006,Irrigation solution,0.85,out-of-constraint,Generic irrigation solution most precisely matches input; dose form not substance
00003804,Multiple Sclerosis Agent - Interferons,420710006,Interferon beta,,420710006,Interferon beta,0.80,ok,Substance VS; Interferon beta is the MS agent
00003805,Multiple Sclerosis Agent - Others,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The input ""Multiple Sclerosis Agent - Others"" is a drug class label (a residual category of MS agents). The candidate table contains only MS *disorders*, which are a type mismatch against an agent/substance input. Searching reveals only specific MS drugs (interferon beta, glatiramer, natalizumab, etc.), none of which capture the generic ""Others"" group meaning. No single code represents the class."
00003807,Anti-Infective Immunologic Adjuvants - Interferons,49327004,Interferon,,49327004,Interferon,0.85,ok,Interferon substance class matches the interferons category
00003844,Neuromuscular Blocker - Neurotoxins,373295003,Neuromuscular blocking agent,,373295003,Neuromuscular blocking agent,0.85,ok,FSN captures neuromuscular blocker component
00003865,Dermatological - Calcineurin Inhibitors,416798007,Calcineurin inhibitor,,416798007,Calcineurin inhibitor,0.90,ok,FSN matches class-level input; dermatological qualifier is use context
00003887,Respiratory Syncytial Virus (RSV) Antiviral Agents,386900007,Palivizumab,,386900007,Palivizumab,0.85,ok,RSV antiviral agent; specific RSV-targeted antiviral
00003904,Antineoplastic - Arsenic Compounds,23217006,Arsenic compound,,23217006,Arsenic compound,0.85,ok,FSN matches the class of arsenic compounds; antineoplastic is a use qualifier
00003924,Anti-Inhibitor Coagulation Complex,109003006,Factor VIII inhibitor bypassing fraction,,109003006,Factor VIII inhibitor bypassing fraction,0.81,ok,
00003925,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.80,ok,Broadest match for NSAID class; propionic acid subclass not separately coded
00003926,NSAID Analgesics (COX Non-Specific) - Anthranilic Acid Derivatives,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00003927,NSAID Analgesics (COX Non-Specific) - Oxicam Derivatives,,,"code-search proposed 372665008 'Non-steroidal anti-inflammatory agent' at 0.70, below the 0.8 threshold.",372665008,Non-steroidal anti-inflammatory agent,0.70,below-threshold,No oxicam class code exists; generic NSAID is closest broader match
00003928,"NSAID Analgesics, (COX Non-specific) - Indole Acetic Acid Derivatives",,,"code-search proposed 372665008 'Non-steroidal anti-inflammatory agent' at 0.75, below the 0.8 threshold.",372665008,Non-steroidal anti-inflammatory agent,0.75,below-threshold,Input is NSAID subclass; closest broader match among candidates
00003929,NSAID Analgesics (COX Non-Specific) - Phenylacetic Acid Derivatives,,,"code-search proposed 372665008 'Non-steroidal anti-inflammatory agent' at 0.70, below the 0.8 threshold.",372665008,Non-steroidal anti-inflammatory agent,0.70,below-threshold,No phenylacetic acid derivative NSAID class exists; generic NSAID is closest broader match
00003931,NSAID Analgesics (COX Non-Specific) - Other,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.90,ok,FSN matches NSAID analgesics; general category fits 'Other'
00003932,Dermatological - Topical Local Anesthetic Amides,1354705008,Amide local anaesthetic,,1354705008,Amide local anaesthetic,0.88,ok,"Amide local anesthetic substance matches the amide class; topical/dermatological are route qualifiers, not substance attributes"
00003933,Dermatological - Topical Local Anesthetic Esters,1354706009,Benzoic acid ester local anaesthetic,,1354706009,Benzoic acid ester local anaesthetic,0.80,ok,Class-level substance matching 'local anesthetic esters'; topical/dermatological is route qualifier not in substance semantics
00003934,Dermatological - Topical Local Anesthetic Others,,,"code-search proposed 373477003 'Local anesthetic' at 0.75, below the 0.8 threshold.",373477003,Local anesthetic,0.75,below-threshold,Base concept for category; topical/dermatological are route/use qualifiers not encoded in substance
00003935,Mouth and Throat - Local Anesthetic Amides,1354705008,Amide local anaesthetic,,1354705008,Amide local anaesthetic,0.90,ok,FSN matches amide local anesthetic; mouth/throat is usage context
00003936,Mouth and Throat - Local Anesthetic Esters,1354706009,Benzoic acid ester local anaesthetic,,1354706009,Benzoic acid ester local anesthetic,0.80,ok,FSN matches local anesthetic ester class; mouth/throat is usage qualifier
00003937,Mouth and Throat - Local Anesthetic Others,373477003,Local anaesthetic,,373477003,Local anesthetic,0.85,ok,Input refers to local anesthetic class for mouth/throat; general class matches
00003939,Anorectal - Local Anesthetic Amides,1354705008,Amide local anaesthetic,,1354705008,Amide local anaesthetic,0.95,ok,FSN matches 'Local Anesthetic Amides'; anorectal is route qualifier
00003944,Antifungal - Glucan Synthesis Inhibitors (Echinocandins),373570003,Echinocandin,,373570003,Echinocandin,0.85,ok,Echinocandins are glucan synthesis inhibitor antifungals; FSN matches
00003947,Antihistamines - 2nd Generation - Piperazines,373280000,Piperazine derivative antihistamine,,373280000,Piperazine derivative antihistamine,0.85,ok,FSN matches piperazine antihistamine class; 2nd-gen qualifier not separately coded
00003948,Antihistamines - 2nd Generation - Piperidines,438942000,Piperidine derivative antihistamine,,438942000,Piperidine derivative antihistamine,0.85,ok,FSN matches piperidine antihistamine class; 2nd-gen qualifier uncoded
00003952,"General Anesthetic - Parenteral, Arylcyclohexylamines",,,"code-search proposed 373504006 'General intravenous anaesthetic' at 0.75, below the 0.8 threshold.",373504006,General intravenous anaesthetic,0.75,below-threshold,Parenteral general anesthetic category; arylcyclohexylamines (ketamine etc.) are IV general anesthetics; no specific class code exists
00003953,"General Anesthetic - Parenteral, Benzodiazepines",373504006,General intravenous anaesthetic,,373504006,General intravenous anaesthetic,0.80,ok,Parenteral general anesthetic; benzodiazepine as qualifier
00003955,General Anesthetic Adjuncts - Opioid,404642006,Opioid receptor agonist,,404642006,Opioid receptor agonist,0.80,ok,General opioid class captures 'Opioid' adjunct meaning
00003961,Antipsychotic - Atypical Dopamine-Serotonin Antag- Benzisothiazolones,409356003,Ziprasidone,,409356003,Ziprasidone,0.85,ok,Ziprasidone is the benzisothiazolone atypical antipsychotic; best substance match for the class description.
00003962,Movement Disorder Drug Therapy,372783007,Antiparkinsonian agent,,372783007,Antiparkinsonian agent,0.80,ok,Closest substance concept for movement disorder drug therapy; broader than Parkinson-only
00004027,Skeletal Muscle Relaxant - Analgesic Salicylate Combinations,,,"code-search proposed 372666009 'Skeletal muscle relaxant' at 0.75, below the 0.8 threshold.",372666009,Skeletal muscle relaxant,0.75,below-threshold,Substance VS; captures skeletal muscle relaxant component of combination
00004501,Nutritional Product - Lipid Others,47413004,Fat emulsion,,47413004,Fat emulsion,0.82,ok,Lipid nutritional product maps to fat emulsion substance
00004508,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,372917005,Protein-tyrosine kinase inhibitor,,372917005,Protein-tyrosine kinase inhibitor,0.90,ok,PTK inhibitor class; antineoplastic implied by substance VS context
00004509,Analgesic Opioid Hydromorphone Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00004511,LHRH (GnRH) Agonist Analog Pit Suppres - Central Precocious Puberty,,,"code-search proposed 70562007 'Leuprorelin acetate' at 0.60, below the 0.8 threshold.",70562007,Leuprorelin acetate,0.60,below-threshold,"GnRH agonist analog for pituitary suppression; prototypical agent for CPP, no class-level code exists"
00004516,Analgesic Opioid Tramadol Combinations,,,"code-search proposed 108507005 'Tramadol (medicinal product)' at 0.75, below the 0.8 threshold.",108507005,Tramadol (medicinal product),0.75,below-threshold,No combination product exists; tramadol matches the named ingredient
00004518,Hepatitis C - Nucleoside Analogs,714629005,Nucleoside analogue,,714629005,Nucleoside analogue,0.80,ok,"Best substance match; 'Hepatitis C' is therapeutic context, not a substance qualifier"
