mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
HEPPREMIXNS,"Heparin Sodium 25,000 unit Premix Bag",http://www.nlm.nih.gov/research/umls/rxnorm,1658717,"heparin sodium, porcine 25,000 UNT in 250 ML Injection",,code-search,,"Heparin Sodium 25,000 unit Premix Bag",1658717,"heparin sodium, porcine 25,000 UNT in 250 ML Injection",0.80,ok,"Premix bag of heparin sodium 25,000 units; volume unspecified"
HEPPREMIXP,"Heparin Sodium 25,000 Units / 250 mL 5% Dextrose",http://www.nlm.nih.gov/research/umls/rxnorm,9877,heparin sodium,,code-search,,"Heparin Sodium 25,000 Units / 250 mL 5% Dextrose",9877,heparin sodium,0.80,ok,Product maps to ingredient heparin sodium; concentration not coded in ingredient VS
HEPV20IE,Hepatitis B Vaccine (20 mcg/mL) 1 mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,798426,hepatitis B vaccine (recombinant) adult 20 MCG in 1 ML Prefilled Syringe,,code-search,,Hepatitis B Vaccine (20 mcg/mL) 1 mL Syringe,798426,hepatitis B vaccine (recombinant) adult 20 MCG in 1 ML Prefilled Syringe,0.90,ok,FSN matches dose and 1 mL syringe
HEPVACCR,Hepatitis B Vaccine,http://www.nlm.nih.gov/research/umls/rxnorm,2588238,Hepatitis B (Recombinant) Vaccine Injection,,code-search,,Hepatitis B Vaccine,2588238,Hepatitis B (Recombinant) Vaccine Injection,0.85,ok,General hepatitis B vaccine; others add unstated dose/specificity
HOMA5ES,homatropine HBr,http://www.nlm.nih.gov/research/umls/rxnorm,235428,homatropine hydrobromide,,term-join,Q2-salt,homatropine HBr,,,,not-needed,
HUMA75/25I,insulin lispro protam-lispro,http://www.nlm.nih.gov/research/umls/rxnorm,816726,"insulin lispro / insulin lispro protamine, human",,code-search,,insulin lispro protam-lispro,816726,"insulin lispro / insulin lispro protamine, human",0.85,ok,Combination product of lispro and lispro protamine; no ratio specified
HUMU100I,Insulin Pump (Self Administering Medication),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,Insulin Pump (Self Administering Medication),,,,no-match,
HUMU100I3,HUMU100I3,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,HUMU100I3,,,,no-label,
HUMU100P,Insulin Pump (Self Administering Medication),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,Insulin Pump (Self Administering Medication),,,,no-match,
HURRSPRAY,Benzocaine 20% Spray,http://www.nlm.nih.gov/research/umls/rxnorm,360349,benzocaine 20 % Topical Spray,,code-search,,Benzocaine 20% Spray,360349,benzocaine 20 % Topical Spray,0.85,ok,Generic benzocaine 20% spray; route unspecified so topical is closest
HYD2530C,Hydrocortisone Cream 2.5% 30g Tube,http://www.nlm.nih.gov/research/umls/rxnorm,310891,hydrocortisone 2.5 % Topical Cream,,code-search,,Hydrocortisone Cream 2.5% 30g Tube,310891,hydrocortisone 2.5 % Topical Cream,0.85,ok,FSN matches drug/strength/form; tube size is package qualifier
HYDC200,Hydroxychloroquine Sulfate(Plaquenil brand),http://www.nlm.nih.gov/research/umls/rxnorm,153972,hydroxychloroquine sulfate,,term-join,Q3-paren,Hydroxychloroquine Sulfate(Plaquenil brand),,,,not-needed,
HYDM4,HYDROmorphone (Dilaudid) 4mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,897702,HYDROmorphone HCl 4 MG Oral Tablet,,code-search,,HYDROmorphone (Dilaudid) 4mg Tablet,897702,HYDROmorphone HCl 4 MG Oral Tablet,0.95,ok,FSN matches input exactly
HYDR/P200/0T,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
HYDR0.5C,Hydrocortisone Cream 0.5% 30g Tube,http://www.nlm.nih.gov/research/umls/rxnorm,198707,hydrocortisone 0.5 % Topical Cream,,code-search,,Hydrocortisone Cream 0.5% 30g Tube,198707,hydrocortisone 0.5 % Topical Cream,0.90,ok,"FSN matches drug, strength, and cream form; pack size not coded"
HYDR0.5O,Hydrocortisone Oint 0.5% 30 g Tube,http://www.nlm.nih.gov/research/umls/rxnorm,310861,hydrocortisone 0.5 % Topical Ointment,,code-search,,Hydrocortisone Oint 0.5% 30 g Tube,310861,hydrocortisone 0.5 % Topical Ointment,0.90,ok,Oint=ointment; 0.5% topical ointment matches; tube size is packaging
HYDR0.5SYR,HYDROmorphone (Dilaudid) 0.5 mg/0.5 mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,1433251,HYDROmorphone HCl 0.5 MG in 0.5 ML Prefilled Syringe,,code-search,,HYDROmorphone (Dilaudid) 0.5 mg/0.5 mL Syringe,1433251,HYDROmorphone HCl 0.5 MG in 0.5 ML Prefilled Syringe,0.95,ok,"FSN matches drug, dose, and syringe type"
HYDR1000L,Hydroxyurea Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,5552,hydroxyurea,,code-search,,Hydroxyurea Suspension,5552,hydroxyurea,0.80,ok,"Ingredient terminology; suspension is dose form, base ingredient is hydroxyurea"
HYDR125/250NS,HYDROmorphone 125 mg / 250 mL 0.9% Sodium Chloride (* For High Conc Infusion or Use Only *),http://snomed.info/sct,44508008,Hydromorphone,,code-search,,HYDROmorphone 125 mg / 250 mL 0.9% Sodium Chloride (* For High Conc Infusion or Use Only *),44508008,Hydromorphone,0.85,ok,"Substance VS; active ingredient hydromorphone, concentration/diluent are qualifiers"
HYDR1AMP,HYDROmorphone (Dilaudid),http://www.nlm.nih.gov/research/umls/rxnorm,3423,hydromorphone,,term-join,Q3-paren,HYDROmorphone (Dilaudid),,,,not-needed,
HYDR1C,hydrocortisone-pramoxine,http://www.nlm.nih.gov/research/umls/rxnorm,106955,hydrocortisone / pramoxine,,code-search,,hydrocortisone-pramoxine,106955,hydrocortisone / pramoxine,0.95,ok,FSN matches the combination product exactly
HYDR1L,Hydrocortisone Lotion 1% 120ML,http://www.nlm.nih.gov/research/umls/rxnorm,103403,hydrocortisone 1 % Topical Lotion,,code-search,,Hydrocortisone Lotion 1% 120ML,103403,hydrocortisone 1 % Topical Lotion,0.90,ok,FSN matches hydrocortisone 1% lotion; 120ML is volume not strength
HYDR1O,Hydrocortisone Oint 1%,http://www.nlm.nih.gov/research/umls/rxnorm,203105,hydrocortisone 1 % Topical Ointment,,code-search,,Hydrocortisone Oint 1%,203105,hydrocortisone 1 % Topical Ointment,0.95,ok,FSN matches input exactly
HYDR1SYR,HYDROmorphone (Dilaudid) 1mg/1mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,897756,HYDROmorphone HCl 1 MG in 1 ML Prefilled Syringe,,code-search,,HYDROmorphone (Dilaudid) 1mg/1mL Syringe,897756,HYDROmorphone HCl 1 MG in 1 ML Prefilled Syringe,0.95,ok,FSN matches hydromorphone 1mg/1mL syringe exactly
HYDR1SYRNS,HYDROmorphone (Dilaudid) 1mg/1mL NS Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,897756,HYDROmorphone HCl 1 MG in 1 ML Prefilled Syringe,,code-search,,HYDROmorphone (Dilaudid) 1mg/1mL NS Syringe,897756,HYDROmorphone HCl 1 MG in 1 ML Prefilled Syringe,0.90,ok,FSN matches hydromorphone 1mg/1mL syringe
HYDR2,Hydromorphone (Oral Solution) 1 mg/1 mL,http://www.nlm.nih.gov/research/umls/rxnorm,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,,code-search,,Hydromorphone (Oral Solution) 1 mg/1 mL,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches hydromorphone oral solution 1 mg/mL
HYDR2.5ES,Hydroxypropyl Meth. 2.5% Ophth,http://www.nlm.nih.gov/research/umls/rxnorm,310934,hypromellose 2.5 % Ophthalmic Solution,,code-search,,Hydroxypropyl Meth. 2.5% Ophth,310934,hypromellose 2.5 % Ophthalmic Solution,0.95,ok,Hydroxypropyl Meth. = hypromellose; 2.5% ophthalmic solution matches exactly
HYDR2/15C,Westcort,http://www.nlm.nih.gov/research/umls/rxnorm,220938,Westcort,,term-join,Q1-exact,Westcort,,,,not-needed,
HYDR20/100NS,HYDROmorphone Infusion – Comfort Care Guidelines,http://www.nlm.nih.gov/research/umls/rxnorm,3423,hydromorphone,,code-search,,HYDROmorphone Infusion – Comfort Care Guidelines,3423,hydromorphone,0.85,ok,Base medication hydromorphone; infusion/guidelines are context
HYDR20PC,HYDROmorphone 20 mg / 100 mL 0.9% Sodium Chloride (*Standard*) - Rx Compounded ___,http://snomed.info/sct,44508008,Hydromorphone,,code-search,,HYDROmorphone 20 mg / 100 mL 0.9% Sodium Chloride (*Standard*) - Rx Compounded,44508008,Hydromorphone,0.85,ok,Substance VS; active ingredient is hydromorphone
HYDR25I,hydrOXYzine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,154987,hydroxyzine hydrochloride,,term-join,Q2-salt,hydrOXYzine HCl,,,,not-needed,
HYDR25O,Hydrocortisone Oint 2.5% 30GM TUBE,http://www.nlm.nih.gov/research/umls/rxnorm,103401,hydrocortisone 2.5 % Topical Ointment,,code-search,,Hydrocortisone Oint 2.5% 30GM TUBE,103401,hydrocortisone 2.5 % Topical Ointment,0.90,ok,Matches hydrocortisone 2.5% topical ointment; tube size is packaging
HYDR2I,HYDROmorphone (Dilaudid) 2mg/mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,1359758,hydromorphone hydrochloride 2 MG/ML Prefilled Syringe,,code-search,,HYDROmorphone (Dilaudid) 2mg/mL Syringe,1359758,hydromorphone hydrochloride 2 MG/ML Prefilled Syringe,0.95,ok,FSN matches hydromorphone 2mg/mL syringe exactly
HYDR3R,HYDROmorphone (Rectal) 3mg Supp,http://www.nlm.nih.gov/research/umls/rxnorm,897749,HYDROmorphone HCl 3 MG Rectal Suppository,,code-search,,HYDROmorphone (Rectal) 3mg Supp,897749,HYDROmorphone HCl 3 MG Rectal Suppository,0.97,ok,FSN matches input exactly
HYDR4L,Hydromorphone (Oral Solution) 1 mg/1 mL,http://www.nlm.nih.gov/research/umls/rxnorm,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,,code-search,,Hydromorphone (Oral Solution) 1 mg/1 mL,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches hydromorphone oral solution 1 mg/mL
HYDR50/100NS,HYDROmorphone 50 mg / 100 mL 0.9% Sodium Chloride (* For High Conc Infusion or PCA Use Only *),http://www.nlm.nih.gov/research/umls/rxnorm,3423,hydromorphone,,code-search,,HYDROmorphone 50 mg / 100 mL 0.9% Sodium Chloride (* For High Conc Infusion or PCA Use Only *),3423,hydromorphone,0.80,ok,Core ingredient hydromorphone; strength/diluent not captured at ingredient level
HYDR500/250NS,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
HYDR500L,Hydroxyurea Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,5552,hydroxyurea,,code-search,,Hydroxyurea Suspension,5552,hydroxyurea,0.80,ok,"Ingredient terminology; suspension is dose form, base ingredient is hydroxyurea"
HYDR750L,Hydroxyurea Suspension 750 mg / 15 mL Syringe,http://snomed.info/sct,387314007,Hydroxycarbamide,,code-search,,Hydroxyurea Suspension 750 mg / 15 mL Syringe,387314007,Hydroxycarbamide,0.80,ok,Substance VS; input is a product form of this active substance
HYDRC250,Makena,http://www.nlm.nih.gov/research/umls/rxnorm,1087965,Makena,,term-join,Q1-exact,Makena,,,,not-needed,
HYDRO1L,Hydromorphone (Oral Solution) 1 mg/1 mL,http://www.nlm.nih.gov/research/umls/rxnorm,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,,code-search,,Hydromorphone (Oral Solution) 1 mg/1 mL,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches hydromorphone oral solution 1 mg/mL
HYDRO2L,Hydromorphone (Oral Solution) 1 mg/1 mL,http://www.nlm.nih.gov/research/umls/rxnorm,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,,code-search,,Hydromorphone (Oral Solution) 1 mg/1 mL,897657,HYDROmorphone HCl 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches hydromorphone oral solution 1 mg/mL
HYDRO4I,HYDROmorphone (Dilaudid) 4mg/mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,1359767,hydromorphone hydrochloride 4 MG/ML Prefilled Syringe,,code-search,,HYDROmorphone (Dilaudid) 4mg/mL Syringe,1359767,hydromorphone hydrochloride 4 MG/ML Prefilled Syringe,0.95,ok,"FSN matches drug, strength, and syringe form"
HYDU500,Hydroxyurea 500mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,197797,hydroxyurea 500 MG Oral Capsule,,code-search,,Hydroxyurea 500mg Capsule,197797,hydroxyurea 500 MG Oral Capsule,0.98,ok,FSN matches input exactly
HYDX10,Hydroxyzine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,154987,hydroxyzine hydrochloride,,term-join,Q2-salt,Hydroxyzine HCl,,,,not-needed,
HYDX25,hydrOXYzine pamoate,http://www.nlm.nih.gov/research/umls/rxnorm,203182,hydroxyzine pamoate,,term-join,Q1-exact,hydrOXYzine pamoate,,,,not-needed,
HYDZ10,HydrALAZINE 10 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,905199,hydrALAZINE HCl 10 MG Oral Tablet,,code-search,,HydrALAZINE 10 mg Tab,905199,hydrALAZINE HCl 10 MG Oral Tablet,0.95,ok,"FSN matches drug, dose, and form exactly"
HYDZ20I,HydrALAZINE 20mg/1mL 1mL VIAL,http://www.nlm.nih.gov/research/umls/rxnorm,966571,hydrALAZINE HCl 20 MG in 1 ML Injection,,code-search,,HydrALAZINE 20mg/1mL 1mL VIAL,966571,hydrALAZINE HCl 20 MG in 1 ML Injection,0.95,ok,FSN matches hydrALAZINE 20mg/1mL injection exactly
HYDZ25,HydrALAZINE 25 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,905225,hydrALAZINE HCl 25 MG Oral Tablet,,code-search,,HydrALAZINE 25 mg Tab,905225,hydrALAZINE HCl 25 MG Oral Tablet,0.95,ok,Single-ingredient hydralazine 25mg tablet matches exactly
HYDZ50,HydrALAZINE 50 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,905395,hydrALAZINE HCl 50 MG Oral Tablet,,code-search,,HydrALAZINE 50 mg Tab,905395,hydrALAZINE HCl 50 MG Oral Tablet,0.95,ok,Single-ingredient hydralazine 50mg tablet matches exactly
HYOS.375,levs,http://www.nlm.nih.gov/research/umls/rxnorm,218003,Levsin,,code-search,,levs,218003,Levsin,0.85,ok,'levs' is shorthand for Levsin (hyoscyamine)
HYPNSCL3,Sodium Chloride 3% (Hypertonic),http://www.nlm.nih.gov/research/umls/rxnorm,9863,sodium chloride,,code-search,,Sodium Chloride 3% (Hypertonic),9863,sodium chloride,0.80,ok,Base concept sodium chloride; 3%/hypertonic are qualifiers not separately coded
IBRU140,Ibrutinib 140 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,2000017,ibrutinib 140 MG Oral Tablet,,code-search,,Ibrutinib 140 mg Tablet,2000017,ibrutinib 140 MG Oral Tablet,0.98,ok,FSN matches input exactly
IBUP200L,Ibuprofen Suspension 200 mg / 10 mL Unit Dose Cup,http://www.nlm.nih.gov/research/umls/rxnorm,197803,ibuprofen 100 MG in 5 mL Oral Suspension,,code-search,,Ibuprofen Suspension 200 mg / 10 mL Unit Dose Cup,197803,ibuprofen 100 MG in 5 mL Oral Suspension,0.80,ok,"Same drug, route, and 20 mg/mL concentration; volume differs"
IBUP400,Ibuprofen Suspension,http://snomed.info/sct,779527000,Ibuprofen only product in oral dose form,,code-search,,Ibuprofen Suspension,779527000,Ibuprofen only product in oral dose form,0.80,ok,"Input generic, no strength; parent captures ibuprofen oral suspension without overstepping"
IBUP600,Ibuprofen Suspension,http://snomed.info/sct,779527000,Ibuprofen only product in oral dose form,,code-search,,Ibuprofen Suspension,779527000,Ibuprofen only product in oral dose form,0.80,ok,"Input generic, no strength; parent captures ibuprofen oral suspension without overstepping"
ICAT30I,Icatibant,http://www.nlm.nih.gov/research/umls/rxnorm,1148138,icatibant,,term-join,Q1-exact,Icatibant,,,,not-needed,
ICPKIT,Sodium Chloride (23.4%) Kit,http://www.nlm.nih.gov/research/umls/rxnorm,313016,sodium chloride 23.4 % Injectable Solution,,code-search,,Sodium Chloride (23.4%) Kit,313016,sodium chloride 23.4 % Injectable Solution,0.85,ok,"Matches 23.4% sodium chloride; 'kit' is packaging, no kit code exists"
IDAR2.5I,Vial,http://snomed.info/sct,733026001,Vial,,code-search,,Vial,733026001,Vial (unit of presentation),0.95,ok,FSN matches input exactly; container unit
ILOP2,ILOperidone,http://www.nlm.nih.gov/research/umls/rxnorm,73178,iloperidone,,term-join,Q1-exact,ILOperidone,,,,not-needed,
IMAT100,*NF* Imatinib Mesylate,http://www.nlm.nih.gov/research/umls/rxnorm,284924,imatinib mesylate,,term-join,Q1-exact,Imatinib Mesylate,,,,not-needed,
IMAT400,*NF* Imatinib Mesylate,http://www.nlm.nih.gov/research/umls/rxnorm,284924,imatinib mesylate,,term-join,Q1-exact,Imatinib Mesylate,,,,not-needed,
IMDU30,Isosorbide Mononitrate (Extended Release) 30mg ER Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,844828,isosorbide mononitrate 30 MG Extended Release Oral Tablet,,code-search,,Isosorbide Mononitrate (Extended Release) 30mg ER Tablet,844828,isosorbide mononitrate 30 MG Extended Release Oral Tablet,0.95,ok,FSN matches input exactly
IMDU60,Isosorbide Mononitrate (Extended Release),http://www.nlm.nih.gov/research/umls/rxnorm,28004,isosorbide mononitrate,,term-join,Q3-paren,Isosorbide Mononitrate (Extended Release),,,,not-needed,
IMIP10,Imipramine 10 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,835593,imipramine HCl 10 MG Oral Tablet,,code-search,,Imipramine 10 mg Tab,835593,imipramine HCl 10 MG Oral Tablet,0.95,ok,FSN matches 10 mg imipramine tablet exactly
IMIP25,imipramine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,150816,imipramine hydrochloride,,term-join,Q1-exact,imipramine HCl,,,,not-needed,
IMIP500/100MBP,Imipenem-Cilastatin 500 mg / 100 mL NS (Mini Bag Plus),http://www.nlm.nih.gov/research/umls/rxnorm,1726214,imipenem / cilastatin 500 MG Injection,,code-search,,Imipenem-Cilastatin 500 mg / 100 mL NS,1726214,imipenem / cilastatin 500 MG Injection,0.90,ok,FSN matches drug and dose; diluent not specified in candidate
IN73HI,Insulin Human 70/30 10mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,311048,"insulin, human isophane / insulin regular 70/30 Injectable Suspension",,code-search,,Insulin Human 70/30 10mL Vial,311048,"insulin, human isophane / insulin regular 70/30 Injectable Suspension",0.85,ok,70/30 human insulin; vial presentation matches injectable suspension
INDI400,*NF* Indinavir Sulfate 400mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,310988,indinavir sulfate 400 MG Oral Capsule,,code-search,,Indinavir Sulfate 400mg Capsule,310988,indinavir sulfate 400 MG Oral Capsule,0.98,ok,FSN matches input exactly
INDO25,Indomethacin 25mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,197817,indomethacin 25 MG Oral Capsule,,code-search,,Indomethacin 25mg Capsule,197817,indomethacin 25 MG Oral Capsule,0.95,ok,FSN matches indomethacin 25mg capsule exactly
INDO75XR,Indomethacin XR 75 mg XR Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,310992,indomethacin 75 MG Extended Release Oral Capsule,,code-search,,Indomethacin XR 75 mg XR Capsule,310992,indomethacin 75 MG Extended Release Oral Capsule,0.95,ok,"XR = extended release; matches drug, dose, form"
INFL0.5LF,Influenza Virus Vaccine *Latex Free*,,,,"code-search proposed 260210008 'Influenza virus antigen' at 0.70, below the 0.8 threshold.",code-search,,Influenza Virus Vaccine,260210008,Influenza virus antigen,0.70,below-threshold,No generic vaccine substance; antigen is the active immunizing component
INFVHD0.7I,Influenza Vaccine High-Dose Quadrivalent 0.7 mL Syringe,,,,"code-search proposed 2563017 'influenza virus vaccine 2021-2022 high-dose (quadrivalent - Phuket/Tasmania/Victoria/Washington) 0.7 mL Prefilled Syringe' at 0.75, below the 0.8 threshold.",code-search,,Influenza Vaccine High-Dose Quadrivalent 0.7 mL Syringe,2563017,influenza virus vaccine 2021-2022 high-dose (quadrivalent - Phuket/Tasmania/Victoria/Washington) 0.7 mL Prefilled Syringe,0.75,below-threshold,"Matches type; only season-specific candidates available, input unspecified"
INNHI,Insulin NPH Human Recomb,http://www.nlm.nih.gov/research/umls/rxnorm,253181,"insulin isophane, human",,code-search,,Insulin NPH Human Recomb,253181,"insulin isophane, human",0.90,ok,NPH insulin isophane human; matches input meaning
INNHI3,INNHI3,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,INNHI3,,,,no-label,
INRHI,Insulin (Regular) Intraperitoneal,http://www.nlm.nih.gov/research/umls/rxnorm,253182,"insulin, regular, human",,code-search,,Insulin (Regular) Intraperitoneal,253182,"insulin, regular, human",0.85,ok,Regular insulin; route qualifier not captured in code
INRHI3V,INRHI3V,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,INRHI3V,,,,no-label,
INS100UPM,Insulin Human Regular 100 Units / 100 mL 0.9% Sodium Chloride___,http://www.nlm.nih.gov/research/umls/rxnorm,2179744,"regular insulin, human 100 UNT in 100 ML Injection",,code-search,,Insulin Human Regular 100 Units / 100 mL 0.9% Sodium Chloride,2179744,"regular insulin, human 100 UNT in 100 ML Injection",0.85,ok,Matches insulin human regular 100 units in 100 mL; sodium chloride is diluent
INSNEO1,Insulin,http://snomed.info/sct,67866001,Insulin,,code-search,,Insulin,67866001,Insulin,1.00,ok,
INSRPB,Insulin Human Regular 100 Units / 100 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,2179744,"regular insulin, human 100 UNT in 100 ML Injection",,code-search,,Insulin Human Regular 100 Units / 100 mL 0.9% Sodium Chloride,2179744,"regular insulin, human 100 UNT in 100 ML Injection",0.85,ok,Matches insulin human regular 100 units in 100 mL; sodium chloride is diluent
INSRPB250,Insulin Human Regular 250 Units /250 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,253182,"insulin, regular, human",,code-search,,Insulin Human Regular 250 Units /250 mL 0.9% Sodium Chloride,253182,"insulin, regular, human",0.85,ok,FSN matches drug; concentration is unstated qualifier
INTE75I,Eptifibatide 75mg BTL,http://www.nlm.nih.gov/research/umls/rxnorm,200349,eptifibatide 75 MG in 100 ML Injection,,code-search,,Eptifibatide 75mg BTL,200349,eptifibatide 75 MG in 100 ML Injection,0.85,ok,Eptifibatide 75mg matches; BTL indicates bottle form
INTR20/250I,Fat Emulsion 20% - 250 mL Bag,http://www.nlm.nih.gov/research/umls/rxnorm,1799704,soybean oil 20 % in 250 ML Injection,,code-search,,Fat Emulsion 20% - 250 mL Bag,1799704,soybean oil 20 % in 250 ML Injection,0.85,ok,Fat emulsion 20% 250mL corresponds to soybean oil 20% 250mL injection
INVE3,Ivermectin 3 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,311207,ivermectin 3 MG Oral Tablet,,code-search,,Ivermectin 3 mg Tablet,311207,ivermectin 3 MG Oral Tablet,0.98,ok,FSN matches input exactly
IPAL3H,Ipratropium-Albuterol Neb (0.5mg - 3 mg) - 3 mL Neb,http://www.nlm.nih.gov/research/umls/rxnorm,1437702,ipratropium Br 0.5 MG / albuterol sulfate 3 MG in 3 ML Inhalation Solution,,code-search,,Ipratropium-Albuterol Neb (0.5mg - 3 mg) - 3 mL Neb,1437702,ipratropium Br 0.5 MG / albuterol sulfate 3 MG in 3 ML Inhalation Solution,0.95,ok,FSN matches exact strengths and volume
IPRA2H,Ipratropium Bromide Neb 2.5mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,836358,ipratropium bromide 0.02 % Inhalation Solution,,code-search,,Ipratropium Bromide Neb 2.5mL Vial,836358,ipratropium bromide 0.02 % Inhalation Solution,0.80,ok,Ipratropium bromide nebulizer solution; matches drug and form
IPRAPF,Ipratropium Bromide MDI,http://www.nlm.nih.gov/research/umls/rxnorm,203212,ipratropium bromide,,code-search,,Ipratropium Bromide MDI,203212,ipratropium bromide,0.85,ok,"Generic drug matches; MDI is a qualifier, no strength stated"
IRBE150,*NF* Irbesartan 150mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,200095,irbesartan 150 MG Oral Tablet,,code-search,,Irbesartan 150mg Tablet,200095,irbesartan 150 MG Oral Tablet,0.97,ok,FSN matches input exactly
IRBE300,*NF* Irbesartan 300mgTablet,http://www.nlm.nih.gov/research/umls/rxnorm,200096,irbesartan 300 MG Oral Tablet,,code-search,,Irbesartan 300mgTablet,200096,irbesartan 300 MG Oral Tablet,0.98,ok,FSN matches input exactly
ISAV186,Isavuconazonium Sulfate 186 MG CAPSULE,http://www.nlm.nih.gov/research/umls/rxnorm,1608327,isavuconazonium sulfate 186 MG Oral Capsule,,code-search,,Isavuconazonium Sulfate 186 MG CAPSULE,1608327,isavuconazonium sulfate 186 MG Oral Capsule,0.98,ok,FSN matches input exactly
ISAV372NS250,Isavuconazonium sulfate 372 mg / 250 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,1608811,isavuconazonium sulfate 372 Injection,,code-search,,Isavuconazonium sulfate 372 mg / 250 mL 0.9% Sodium Chloride,1608811,isavuconazonium sulfate 372 Injection,0.85,ok,Matches drug and dose; diluent not captured
ISMO10,Isosorbide Mononitrate 10mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,311192,isosorbide mononitrate 10 MG Oral Tablet,,code-search,,Isosorbide Mononitrate 10mg Tab,311192,isosorbide mononitrate 10 MG Oral Tablet,0.95,ok,FSN matches input exactly
ISMO20,Isosorbide Mononitrate 20mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,311197,isosorbide mononitrate 20 MG Oral Tablet,,code-search,,Isosorbide Mononitrate 20mg Tab,311197,isosorbide mononitrate 20 MG Oral Tablet,0.95,ok,"FSN matches drug, dose, and form exactly"
ISON100,Isoniazid 100 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,311166,isoniazid 100 MG Oral Tablet,,code-search,,Isoniazid 100 mg Tab,311166,isoniazid 100 MG Oral Tablet,0.95,ok,FSN matches isoniazid 100 mg tablet exactly
ISON300,Isoniazid 300 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,197832,isoniazid 300 MG Oral Tablet,,code-search,,Isoniazid 300 mg Tab,197832,isoniazid 300 MG Oral Tablet,0.95,ok,FSN matches input exactly
