mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
90567,CYCLOSPORA SPECIES,103560006,Cyclospora species,,103560006,Cyclospora species,1.00,ok,
90571,BURKHOLDERIA GLADIOLI,113671008,Burkholderia gladioli,,113671008,Burkholderia gladioli,1.00,ok,
90574,ENTEROVIRUS,243633006,Enterovirus species,,243633006,Enterovirus species,0.95,ok,
90579,DIPHYLLOBOTHRIUM SP.,48262003,Diphyllobothrium species,,48262003,Diphyllobothrium species,0.97,ok,FSN matches genus-level species exactly
90581,EXOPHIALA SPECIES,12210004,Exophiala species,,12210004,Exophiala species,1.00,ok,
90584,ANAEROBIC GRAM POSITIVE BACTERIA,,,code-search returned no match within <<410607006.,,,,no-match,
90585,PENICILLIUM MARNEFFEI,71825007,Penicillium marneffei,,71825007,Penicillium marneffei,1.00,ok,
90590,PREVOTELLA ORALIS,114146002,Prevotella oralis,,114146002,Prevotella oralis,1.00,ok,
90592,TSUKAMURELLA SPECIES,115135006,Tsukamurella species,,115135006,Tsukamurella species,1.00,ok,
90596,CAMPYLOBACTER LARI,116386003,Campylobacter lari,,116386003,Campylobacter lari,1.00,ok,
90598,EXOPHIALA (WANGIELLA) DERMATITIDIS,20586007,Wangiella dermatitidis,,20586007,Wangiella dermatitidis,0.95,ok,FSN Exophiala dermatitidis matches input exactly
90601,MYCOBACTERIUM MALMOENSE,73576007,Mycobacterium malmoense,,73576007,Mycobacterium malmoense,1.00,ok,
90606,CORYNEBACTERIUM ACCOLANS (CDC GROUP 6),243254006,Corynebacterium accolens,,243254006,Corynebacterium accolens,0.85,ok,FSN matches Corynebacterium accolens; accolans is a typo
90609,WORM,,,code-search returned no match within <<410607006.,,,,no-match,
90620,TICK CONSISTENT WITH IXODES SPECIES,27524005,Ixodes species,,27524005,Ixodes species,0.85,ok,FSN 'Ixodes (organism)' matches input exactly
90621,TICK NOT CONSISTENT WITH IXODES SPECIES,,,"code-search proposed 106831000 |Ixodides| at 0.70, below the 0.8 threshold.",106831000,Ixodides,0.70,below-threshold,General tick organism; negative Ixodes qualifier not codable as organism
90623,SALMONELLA SANDIEGO,112287008,Salmonella Sandiego,,112287008,Salmonella Sandiego,1.00,ok,
90626,STAPHYLOCOCCUS SIMULANS,52122005,Staphylococcus simulans,,52122005,Staphylococcus simulans,1.00,ok,
90627,LEGIONELLA SPECIES,7527002,Legionella species,,7527002,Legionella species,1.00,ok,
90634,POSITIVE FOR MICROSPORIDIA SPECIES,418382009,Phylum Microsporidia,,418382009,Phylum Microsporidia,0.85,ok,FSN matches Microsporidia organism
90635,SALMONELLA OSLO,35454005,Salmonella Oslo,,35454005,Salmonella Oslo,1.00,ok,
90636,IODAMOEBA BUTSCHLII,53605000,Iodamoeba bütschlii,,53605000,Iodamoeba bütschlii,0.95,ok,
90638,RARE BLASTOCYSTIS HOMINIS,28923009,Blastocystis hominis,,28923009,Blastocystis hominis,0.90,ok,FSN matches organism; 'rare' is non-coded qualifier
90639,BACTEROIDIES THETAIOTAOMICRON,,,"code-search proposed 34236001 |Bacteroides thetaiotaomicron| at 0.65, below the 0.8 threshold.",34236001,Bacteroides thetaiotaomicron,0.65,below-threshold,
90640,BIPOLARIS SPECIES,24145000,Bipolaris species,,24145000,Bipolaris species,1.00,ok,
90641,MYCOBACTERIUM ABSCESSUS,113838007,Mycobacteroides abscessus,,113838007,Mycobacteroides abscessus,0.95,ok,
90644,GIARDIA LAMBLIA SEEN,78181009,Giardia duodenalis,,78181009,Giardia duodenalis,0.90,ok,Synonym Giardia lamblia matches organism; 'seen' is non-coded qualifier
90645,PINWORM EGG(S) SEEN,609080003,Egg of Enterobius vermicularis,,609080003,Egg of Enterobius vermicularis,0.85,ok,Pinworm is Enterobius vermicularis; egg form matches input
90646,TRICHOMONAS VAGINALIS SEEN,22417000,Trichomonas vaginalis,,22417000,Trichomonas vaginalis,0.95,ok,FSN matches organism exactly
90650,SCOPULARIOPSIS BREVICAULIS,3245004,Scopulariopsis brevicaulis,,3245004,Scopulariopsis brevicaulis,1.00,ok,
90653,SALMONELLA MBANDAKA,9506004,Salmonella Mbandaka,,9506004,Salmonella Mbandaka,1.00,ok,
90655,ROSEOMONAS MUCOSA,415351006,Roseomonas mucosa,,415351006,Roseomonas mucosa,1.00,ok,
90656,SPHINGOMONAS SPECIES,115130001,Sphingomonas species,,115130001,Sphingomonas species,1.00,ok,
90657,SALMONELLA ANATUM,37261005,Salmonella Anatum,,37261005,Salmonella Anatum,1.00,ok,
90660,PHOMA SPECIES,61019006,Phoma species,,61019006,Phoma species,1.00,ok,
90665,EPICOCCUM SPECIES,7633000,Epicoccum species,,7633000,Epicoccum species,1.00,ok,
90667,TRICHOSPORON MUCOIDES,243478004,Trichosporon mucoides,,243478004,Trichosporon mucoides,1.00,ok,
90669,SALMONELLA TELELKEBIR,64636003,Salmonella Telelkebir,,64636003,Salmonella Telelkebir,1.00,ok,
90671,STEMPHYLIUM SP.,90824006,Stemphylium species,,90824006,Stemphylium species,0.95,ok,FSN Genus Stemphylium matches input exactly
90672,NIGROSPORA SPECIES,41278006,Nigrospora species,,41278006,Nigrospora species,1.00,ok,
90678,MICROBACTERIUM SPECIES,114199008,Microbacterium species,,114199008,Microbacterium species,1.00,ok,
90679,STAPHYLOCOCCUS HAEMOLYTICUS,83452006,Staphylococcus haemolyticus,,83452006,Staphylococcus haemolyticus,1.00,ok,
90680,SALMONELLA CORVALLIS,45548005,Salmonella Corvallis,,45548005,Salmonella Corvallis,1.00,ok,
90681,STAPHYLOCOCCUS CAPRAE/CAPITIS,76969000,Staphylococcus caprae,,76969000,Staphylococcus caprae (organism),0.95,ok,FSN matches first organism in input
90683,PROTEUS VULGARIS GROUP,45834001,Proteus vulgaris,,45834001,Proteus vulgaris,0.85,ok,FSN matches the named organism in the group
90688,ERYSIPELOTHRIX RHUSIOPATHIAE,48666005,Erysipelothrix rhusiopathiae,,48666005,Erysipelothrix rhusiopathiae,1.00,ok,
90689,SALMONELLA KIAMBU,11901002,Salmonella Kiambu,,11901002,Salmonella Kiambu,1.00,ok,
90693,BEAUVERIA BASSIANA,65562008,Beauveria bassiana,,65562008,Beauveria bassiana,1.00,ok,
90695,DELFTIA ACIDOVORANS,20432002,Delftia acidovorans,,20432002,Delftia acidovorans,1.00,ok,
90697,ACTINOMYCES TURICENSIS,113422006,Actinomyces turicensis,,113422006,Actinomyces turicensis,1.00,ok,
90698,HUMICOLA SPECIES,601008,Humicola species,,601008,Humicola species,1.00,ok,
90702,ENTEROBACTER CANCEROGENUS,114451003,Enterobacter cancerogenus,,114451003,Enterobacter cancerogenus,1.00,ok,
90705,PSEUDOMONAS ORYZIHABITANS,113931000,Flavimonas oryzihabitans,,113931000,Flavimonas oryzihabitans,0.95,ok,
90706,CUNNINGHAMELLA BERTHOLLETIAE,60182000,Cunninghamella bertholletiae,,60182000,Cunninghamella bertholletiae,1.00,ok,
90707,BETA STREP NOT GROUP A OR ANGINOSUS (MILLERI),713922006,"Beta-hemolytic Streptococcus, non-Group A",,713922006,"Beta-hemolytic Streptococcus, non-Group A (organism)",0.90,ok,FSN matches 'beta strep not group A' exactly
90708,"BETA STREP NOT GROUP A, B OR ANGINOSUS (MILLERI)",406609007,"Beta-haemolytic streptococcus, non-Group A, non-Group B",,406609007,"Beta-haemolytic streptococcus, non-Group A, non-Group B (organism)",0.80,ok,"Closest broader match; excludes groups A and B as requested, though includes anginosus (milleri) subset"
90709,CHRYSEOBACTERIUM INDOLOGENES,113549008,Chryseobacterium indologenes,,113549008,Chryseobacterium indologenes,1.00,ok,
90710,SYTALIDIUM SPECIES,12678008,Scytalidium species,,12678008,Scytalidium species,0.95,ok,FSN Genus Scytalidium matches input; misspelling of Scytalidium
90711,AEROMONAS HYDROPHILA COMPLEX,816086002,Aeromonas hydrophilia complex,,816086002,Aeromonas hydrophilia complex,0.95,ok,
90712,MYROIDES SPECIES,115127008,Myroides species,,115127008,Myroides species,1.00,ok,
90713,MYCOBACTERIUM MUCOGENICUM,113856007,Mycobacterium mucogenicum,,113856007,Mycobacterium mucogenicum,1.00,ok,
90714,CONIDIOBOLUS SPECIES,42178002,Conidiobolus species,,42178002,Conidiobolus species,1.00,ok,
90715,SALMONELLA BARRANQUILLA,87933008,Salmonella Barranquilla,,87933008,Salmonella Barranquilla,1.00,ok,
90716,CUPRIAVIDUS METALLIDURANS,423135006,Cupriavidus metallidurans,,423135006,Cupriavidus metallidurans,1.00,ok,
90717,LACTOBACILLUS GASSERI,71158000,Lactobacillus gasseri,,71158000,Lactobacillus gasseri,1.00,ok,
90718,AEROCOCCUS SPECIES,9008009,Aerococcus species,,9008009,Aerococcus species,1.00,ok,
90719,PHAEOACREMONIUM SPECIES,415948008,Phaeoacremonium species,,415948008,Phaeoacremonium species,1.00,ok,
90721,POSITIVE FOR PARAINFLUENZA TYPE 1,407489008,Human parainfluenza virus 1,,407489008,Human parainfluenza virus 1,0.85,ok,FSN matches parainfluenza type 1 organism
90722,POSITIVE FOR PARAINFLUENZA TYPE 2,407491000,Human parainfluenza virus 2,,407491000,Human parainfluenza virus 2,0.90,ok,Organism matches parainfluenza type 2; 'positive for' is a finding qualifier
90723,POSITIVE FOR PARAINFLUENZA TYPE 3,407493002,Human parainfluenza virus 3,,407493002,Human parainfluenza virus 3,0.85,ok,FSN matches parainfluenza type 3 organism
90724,POSITIVE FOR ADENOVIRUS,,,code-search returned no match within <<410607006.,,,,no-match,
90725,POSITIVE FOR RESPIRATORY SYNCYTIAL VIRUS (RSV),6415009,Human respiratory syncytial virus,,6415009,Human respiratory syncytial virus,0.90,ok,FSN matches RSV organism; 'positive for' is a presence qualifier
90726,POSITIVE FOR PARAINFLUENZA VIRUS,407498006,Human parainfluenza virus,,407498006,Human parainfluenza virus,0.85,ok,Generic parainfluenza virus; human type matches without overstepping to specific serotype
90727,POSITIVE FOR HERPES SIMPLEX (HSV),19965007,Human herpes simplex virus,,19965007,Human herpes simplex virus,0.90,ok,FSN matches herpes simplex without unstated type specificity
90728,SERRATIA LIQUEFACIENS COMPLEX,722258003,Serratia liquefaciens complex,,722258003,Serratia liquefaciens complex,1.00,ok,
90729,DESULFOVIBRIO DESULFURICANS,243394005,Desulfovibrio desulfuricans,,243394005,Desulfovibrio desulfuricans,1.00,ok,
90730,BURKHOLDERIA XENOVORANS,431176003,Paraburkholderia xenovorans,,431176003,Paraburkholderia xenovorans,0.95,ok,
90733,PEPTONIPHILUS (PEPTOSTREPTOCOCCUS) SPECIES,430742009,Peptoniphilus species,,430742009,Peptoniphilus species,0.90,ok,Genus-level match for Peptoniphilus species; parenthetical is alternative name
90734,FINEGOLDIA (PEPTOSTREPTOCOCCUS) SPECIES,417248002,Finegoldia species,,417248002,Finegoldia species,0.95,ok,FSN Genus Finegoldia matches input exactly
90735,AGGREGATIBACTER SPECIES,441718002,Aggregatibacter species,,441718002,Aggregatibacter species,1.00,ok,
90736,AGGREGATIBACTER (HAEMOPHILUS) APHROPHILUS,442683005,Aggregatibacter aphrophilus,,442683005,Aggregatibacter aphrophilus,0.95,ok,FSN matches input exactly
90737,ALCALIGENES SPECIES,68571003,Alcaligenes species,,68571003,Alcaligenes species,1.00,ok,
90738,ELIZABETHKINGIA (CHRYSEOBACTERIUM) MENIGOSEPTICA,425774009,Elizabethkingia meningoseptica,,425774009,Elizabethkingia meningoseptica,0.95,ok,FSN matches input organism exactly
90739,GLOBICATELLA SPECIES,414344008,Globicatella species,,414344008,Globicatella species,1.00,ok,
90740,LACTOCOCCUS SPECIES,9879003,Lactococcus species,,9879003,Lactococcus species,1.00,ok,
90741,ROTHIA MUCILAGINOSA,416544005,Rothia mucilaginosa,,416544005,Rothia mucilaginosa,1.00,ok,
90742,STAPHYLOCOCCUS CAPITIS,40347003,Staphylococcus capitis,,40347003,Staphylococcus capitis,1.00,ok,
90743,STAPHYLOCOCCUS CAPRAE,76969000,Staphylococcus caprae,,76969000,Staphylococcus caprae,1.00,ok,
90744,STAPHYLOCOCCUS HOMINIS,44827007,Staphylococcus hominis,,44827007,Staphylococcus hominis,1.00,ok,
90745,STAPHYLOCOCCUS SAPROPHYTICUS,19743000,Staphylococcus saprophyticus,,19743000,Staphylococcus saprophyticus,1.00,ok,
90746,STAPHYLOCOCCUS WARNERI,63550006,Staphylococcus warneri,,63550006,Staphylococcus warneri,1.00,ok,
90747,STREPTOCOCCUS MITIS/ORALIS,127539005,Streptococcus mitis group,,127539005,Streptococcus mitis group,0.85,ok,Mitis/oralis denotes the mitis group; FSN matches group concept
90748,STREPTOCOCCUS INFANTARIUS SSP. COLI (STREPTOCOCCUS BOVIS),437915004,Streptococcus infantarius subspecies coli,,437915004,Streptococcus infantarius subspecies coli,0.98,ok,FSN matches input exactly
90749,STREPTOCOCCUS SALIVARUS,,,"code-search proposed 39888004 |Streptococcus salivarius| at 0.65, below the 0.8 threshold.",39888004,Streptococcus salivarius,0.65,below-threshold,
90750,RHIZOBIUM RADIOBACTER,1772001,Agrobacterium radiobacter,,1772001,Agrobacterium radiobacter,0.95,ok,
90752,MALASSEZIA PACHYDERMATIS,51257000,Malassezia pachydermatis,,51257000,Malassezia pachydermatis,1.00,ok,
90753,IXODES SPECIES,27524005,Ixodes species,,27524005,Ixodes species,1.00,ok,
90754,PASTEURELLA SPECIES,87579009,Pasteurella species,,87579009,Pasteurella species,1.00,ok,
90755,STREPTOCOCCUS GALLOLYTICUS SSP. PASTEURIANUS (STREPTOCOCCUS BOVIS),421253004,Streptococcus gallolyticus subspecies pasteurianus,,421253004,Streptococcus gallolyticus subspecies pasteurianus (organism),0.97,ok,FSN matches input exactly
90756,HERBASPIRILLUM SPECIES,116406001,Herbaspirillum species,,116406001,Herbaspirillum species,1.00,ok,
90757,ROSEOMONAS SPECIES,115159001,Roseomonas species,,115159001,Roseomonas species,1.00,ok,
90758,STAPHYLOCOCCUS WARNERI/PASTEURI,63550006,Staphylococcus warneri,,63550006,Staphylococcus warneri (organism),0.95,ok,FSN matches first organism in compound input
90759,RAOULTELLA ORNITHINOLYTICA,416832000,Raoultella ornithinolytica,,416832000,Raoultella ornithinolytica,1.00,ok,
90760,CANCELLED,,,code-search returned no match within <<410607006.,,,,no-match,
90761,MYCOBATERIUM HAEMOPHILUM,,,"code-search proposed 21996001 |Mycobacterium haemophilum| at 0.65, below the 0.8 threshold.",21996001,Mycobacterium haemophilum,0.65,below-threshold,
90762,NEOSCYTALIDIUM DIMIDIATUM,715363007,Neoscytalidium dimidiatum,,715363007,Neoscytalidium dimidiatum,1.00,ok,
90763,ENTEROBACTER CLOACAE COMPLEX,414102007,Enterobacter cloacae complex,,414102007,Enterobacter cloacae complex,1.00,ok,
90764,LEPTOTRICHIA HOFSTADII,432196009,Leptotrichia hofstadii,,432196009,Leptotrichia hofstadii,1.00,ok,
90765,DOLOSIGRANULUM PIGRUM,363765006,Dolosigranulum pigrum,,363765006,Dolosigranulum pigrum,1.00,ok,
90766,SLACKIA EXIGUA,434236002,Slackia exigua,,434236002,Slackia exigua,1.00,ok,
90767,OCHROBACTRUM SPECIES,116423005,Ochrobactrum species,,116423005,Ochrobactrum species,1.00,ok,
90768,TICK,,,"code-search proposed 106831000 |Ixodides| at 0.79, below the 0.8 threshold.",106831000,Ixodides,0.79,below-threshold,
90769,NOCARDIA FARCINICA,85516007,Nocardia farcinica,,85516007,Nocardia farcinica,1.00,ok,
90771,OCHROBACTRUM INTERMEDIUM,414926008,Brucella intermedia,,414926008,Brucella intermedia,0.95,ok,
90772,GRAPHIUM EUMORPHUM,157961000146103,Graphium eumorphum,,157961000146103,Graphium eumorphum,1.00,ok,
90773,GEMELLA HAEMOLYSANS,37511002,Gemella haemolysans,,37511002,Gemella haemolysans,1.00,ok,
90774,ENTEROCOCCUS HIRAE,73852008,Enterococcus hirae,,73852008,Enterococcus hirae,1.00,ok,
90775,USTILAGO SPECIES,49086004,Ustilago species,,49086004,Ustilago species,1.00,ok,
90776,STREPTOCOCCUS GALLOLYTICUS SSP. GALLOLYTICUS (STREPTOCOCCUS BOVIS),421544007,Streptococcus gallolyticus subspecies gallolyticus,,421544007,Streptococcus gallolyticus subspecies gallolyticus,0.97,ok,FSN matches input exactly
90778,ACHROMOBACTER SPECIES,91620006,Achromobacter species,,91620006,Achromobacter species,1.00,ok,
90779,ACHROMOBACTER  DENTRIFICANS,,,"code-search proposed 413414001 |Achromobacter denitrificans| at 0.65, below the 0.8 threshold.",413414001,Achromobacter denitrificans,0.65,below-threshold,
90780,ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS,413424009,Achromobacter xylosoxidans,,413424009,Achromobacter xylosoxidans,0.95,ok,FSN matches; synonym Alcaligenes xylosoxidans
90783,STREPTOCOCCUS BOVIS GROUP,415599007,Streptococcus bovis group,,415599007,Streptococcus bovis group,1.00,ok,
90784,PSEUDOMONAS MENDOCINA,59419001,Pseudomonas mendocina,,59419001,Pseudomonas mendocina,1.00,ok,
90785,MIXED BACTERIAL FLORA,,,code-search returned no match within <<410607006.,,,,no-match,
90786,STREPTOCOCCUS MITIS GROUP,127539005,Streptococcus mitis group,,127539005,Streptococcus mitis group,1.00,ok,
90787,STREPTOCCUS SALIVARIUS GROUP,127537007,Streptococcus salivarius group,,127537007,Streptococcus salivarius group,0.98,ok,FSN matches input exactly
90789,MYCOBACTERIUM ABSCESSUS GROUP,113838007,Mycobacteroides abscessus,,113838007,Mycobacteroides abscessus,0.90,ok,"FSN matches; 'group' = complex, captured by synonym"
90791,GORDONIA SPUTI,113648006,Gordonia sputi,,113648006,Gordonia sputi,1.00,ok,
90793,EMMONSIA SPECIES,780915007,Emmonsia species,,780915007,Emmonsia species,1.00,ok,
90794,BREVIBACTERIUM CASEI,6405003,Brevibacterium casei,,6405003,Brevibacterium casei,1.00,ok,
90795,CANDIDA FAMATA,243428001,Debaryomyces hansenii,,243428001,Debaryomyces hansenii,0.95,ok,
90796,SPOROTHRIX SCHENCKII COMPLEX,468671000124100,Sporothrix schenckii complex,,468671000124100,Sporothrix schenckii complex,1.00,ok,
90797,NOCARDIA TRANSVALENSIS COMPLEX,131341007,Nocardia transvalensis complex,,131341007,Nocardia transvalensis complex,1.00,ok,
90798,ALLOIOCOCCUS OTITIS,396454000,Alloiococcus otitis,,396454000,Alloiococcus otitis,1.00,ok,
90799,STREPTOCOCCUS INFANTARIUS SSP. INFANTARIUS (STREPTOCOCCUS BOVIS),432506009,Streptococcus infantarius subspecies infantarius,,432506009,Streptococcus infantarius subspecies infantarius,0.95,ok,FSN matches input exactly
90801,LACTOBACILLUS RHAMNOSUS,113798001,Lactobacillus rhamnosus,,113798001,Lactobacillus rhamnosus,1.00,ok,
90802,ALACALIGENES SPECIES,,,"code-search proposed 68571003 |Alcaligenes species| at 0.65, below the 0.8 threshold.",68571003,Alcaligenes species,0.65,below-threshold,
90803,STREPTOCOCCUS PORCINUS,59512008,Streptococcus porcinus,,59512008,Streptococcus porcinus,1.00,ok,
90804,STREPTOCOCCUS PORCINUS/PSEUDOPORCINUS,59512008,Streptococcus porcinus,,59512008,Streptococcus porcinus,0.95,ok,FSN matches one component of input
90805,PASTEURELLA CANIS,7784009,Pasteurella canis,,7784009,Pasteurella canis,1.00,ok,
90806,SHEWANELLA ALGAE,113702006,Shewanella algae,,113702006,Shewanella algae,1.00,ok,
90807,ACHROMOBACTER SP.,91620006,Achromobacter species,,91620006,Achromobacter species,0.97,ok,FSN Genus Achromobacter matches 'Achromobacter sp.' exactly
90808,MICROMONOSPORA SPECIES,416958001,Micromonospora species,,416958001,Micromonospora species,1.00,ok,
90809,STAPHYLOCOCCUS PSEUDINTERMEDIUS,427316000,Staphylococcus pseudintermedius,,427316000,Staphylococcus pseudintermedius,1.00,ok,
90811,COCCIDIOIDES IMMITIS/POSADASII,8672004,Coccidioides species,,8672004,Coccidioides species,0.85,ok,Input refers to immitis/posadasii complex; parent captures both without overstepping
90812,AEROCOCCUS URINAE,243230001,Aerococcus urinae,,243230001,Aerococcus urinae,1.00,ok,
90813,ACINETOBACTER RADIORESISTENS,113381003,Acinetobacter radioresistens,,113381003,Acinetobacter radioresistens,1.00,ok,
90814,ARTHROGRAPHIS SPECIES,112406004,Arthrographis species,,112406004,Arthrographis species,1.00,ok,
90815,RAOULTELLA PLANTICOLA,416264004,Raoultella planticola,,416264004,Raoultella planticola,1.00,ok,
90816,ACHROMOBACTER XYLOSOXIDANS,413424009,Achromobacter xylosoxidans,,413424009,Achromobacter xylosoxidans,1.00,ok,
90817,GRANULICATELLA ADIACENS,113713009,Granulicatella adiacens,,113713009,Granulicatella adiacens,1.00,ok,
90818,PRESUMPTIVE POSITIVE FOR LEGIONELLA SEROGROUP 1 ANTIGEN,103463005,Legionella pneumophila serogroup 1,,103463005,Legionella pneumophila serogroup 1,0.80,ok,Organism VS; presumptive positive for serogroup 1 antigen maps to the organism
90819,POSITIVE FOR CRYPTOCOCCAL ANTIGEN,,,code-search returned no match within <<410607006.,,,,no-match,
90820,BREVUNDIMONAS VESICULARIS,113690000,Brevundimonas vesicularis,,113690000,Brevundimonas vesicularis,1.00,ok,
90821,MYCOBACTERIUM CHIMAERA INTRACELLULARE GROUP,431504009,Mycobacterium chimaera,,431504009,Mycobacterium chimaera,0.85,ok,FSN 'Mycobacterium intracellulare subspecies chimaera' captures chimaera+intracellulare meaning
90822,MYCOBACTERIUM MAGERITENSE,385507005,Mycobacterium mageritense,,385507005,Mycobacterium mageritense,1.00,ok,
90823,LOMENTOSPORA PROLIFICANS (FORMERLY SCEDOSPORIUM PROLIFICANS),69564000,Scedosporium prolificans,,69564000,Scedosporium prolificans,0.85,ok,FSN matches; Lomentospora prolificans is a synonym
90824,STREPTOCOCCUS SANGUINIS,113993000,Streptococcus sanguinis,,113993000,Streptococcus sanguinis,1.00,ok,
90825,RHINOCLADIELLA SP.,21690009,Rhinocladiella species,,21690009,Rhinocladiella species,0.97,ok,FSN Genus Rhinocladiella matches input exactly
90826,STAPHYLOCOCCUS AURICULARIS,45654003,Staphylococcus auricularis,,45654003,Staphylococcus auricularis,1.00,ok,
90827,CANDIDA AURIS,3491000146109,Candidozyma auris,,3491000146109,Candidozyma auris,0.95,ok,
90828,ZYGOSACCHAROMYCES FERMENTATI,4981000146101,Lachancea fermentati,,4981000146101,Lachancea fermentati,0.85,ok,Zygosaccharomyces fermentati is a synonym of Lachancea fermentati
90829,ACRODONTIUM SALMONEUM,28811000087104,Acrodontium salmoneum,,28811000087104,Acrodontium salmoneum,1.00,ok,
90830,STREPTOCOCCUS GORDONII,113986004,Streptococcus gordonii,,113986004,Streptococcus gordonii,1.00,ok,
90831,MUCOR IRREGULARIS,714009008,Mucor irregularis,,714009008,Mucor irregularis,1.00,ok,
90832,BACTEROIDES DOREI/VULGATUS,450957004,Bacteroides dorei,,450957004,Bacteroides dorei,0.95,ok,FSN Phocaeicola dorei matches input organism
90834,ASPERGILLUS FUMIGATUS COMPLEX,719029007,Aspergillus fumigatus species complex,,719029007,Aspergillus fumigatus species complex,0.97,ok,FSN matches input exactly
90835,PARACOCCUS YEEI,415033004,Paracoccus yeei,,415033004,Paracoccus yeei,1.00,ok,
90836,STREPTOCOCCUS PARASANGUINIS,113990002,Streptococcus parasanguinis,,113990002,Streptococcus parasanguinis,1.00,ok,
90837,PROTEUS HAUSERI,417592004,Proteus hauseri,,417592004,Proteus hauseri,1.00,ok,
90838,MYCOBACTERIUM ASIATICUM,44760001,Mycobacterium asiaticum,,44760001,Mycobacterium asiaticum,1.00,ok,
90839,ACTINOTIGNUM SANGUINIS,716527002,Actinotignum sanguinis,,716527002,Actinotignum sanguinis,1.00,ok,
90840,S. AUREUS POSITIVE; MRSA POSITIVE,115329001,Methicillin resistant Staphylococcus aureus,,115329001,Methicillin resistant Staphylococcus aureus,0.90,ok,MRSA captures both S. aureus and methicillin resistance
90841,SAPROCHAETE (FORMERLY GEOTRICHUM) CAPITATA,67999003,Magnusiomyces capitatus,,67999003,Magnusiomyces capitatus (organism),0.90,ok,FSN matches organism; synonym covers former Geotrichum name
90843,CITROBACTER SEDLAKII,114265003,Citrobacter sedlakii,,114265003,Citrobacter sedlakii,1.00,ok,
90844,GEMELLA BERGERI,131310006,Gemella bergeri,,131310006,Gemella bergeri,1.00,ok,
90845,MYCOBACTERIUM LENTIFLAVUM,113853004,Mycobacterium lentiflavum,,113853004,Mycobacterium lentiflavum,1.00,ok,
90846,CUTIBACTERIUM ACNES,39473003,Cutibacterium acnes,,39473003,Cutibacterium acnes,1.00,ok,
90847,CUTIBACTERIUM AVIDUM,47473006,Cutibacterium avidum,,47473006,Cutibacterium avidum,1.00,ok,
90848,KOCURIA KRISTINAE,113772007,Rothia kristinae,,113772007,Rothia kristinae,0.95,ok,
90849,S. AUREUS POSITIVE; MRSA NEGATIVE,417943000,Methicillin susceptible Staphylococcus aureus,,417943000,Methicillin susceptible Staphylococcus aureus,0.85,ok,"S. aureus positive, MRSA negative = MSSA"
90850,BACILLUS CIRCULANS GROUP,413619002,Bacillus circulans group,,413619002,Bacillus circulans group,1.00,ok,
90851,SCEDOSPORIUM APIOSPERMUM COMPLEX,51221000112104,Scedosporium apiospermum complex,,51221000112104,Scedosporium apiospermum complex,1.00,ok,
90852,BIFIDOBACTERIUM LONGUM,19464000,Bifidobacterium longum,,19464000,Bifidobacterium longum,1.00,ok,
90853,EUBACTERIUM LIMOSUM,87632000,Eubacterium limosum,,87632000,Eubacterium limosum,1.00,ok,
90854,DESULFOVIBRIO LEGALLII,1290426005,Desulfovibrio legallii,,1290426005,Desulfovibrio legallii,1.00,ok,
90855,POSITIVE,,,"code-search proposed 8745002 |Gram-positive bacteria| at 0.75, below the 0.8 threshold.",8745002,Gram-positive bacteria,0.75,below-threshold,Broadest Gram-positive organism; 'positive' alone is vague
90856,NEGATIVE,,,"code-search proposed 81325006 |Gram-negative bacterium| at 0.70, below the 0.8 threshold.",81325006,Gram-negative bacterium,0.70,below-threshold,NEGATIVE interpreted as Gram-negative; broadest general match
90858,NEOASCOCHYTA DESMAZIERI,,,code-search returned no match within <<410607006.,,,,no-match,
90859,RHODATORULA MUCILAGINOSA,,,"code-search proposed 86724009 |Rhodotorula mucilaginosa| at 0.65, below the 0.8 threshold.",86724009,Rhodotorula mucilaginosa,0.65,below-threshold,
90860,DESULFOVIBRIO SP.,243393004,Desulfovibrio species,,243393004,Desulfovibrio species,0.97,ok,FSN Genus Desulfovibrio matches 'sp.' genus-level meaning
90861,CUPRIAVIDUS PAUCULUS,429465001,Cupriavidus pauculus,,429465001,Cupriavidus pauculus,1.00,ok,
90862,MYCOBACTERIUM MARSEILLENSE,434966321000087109,Mycobacterium marseillense,,434966321000087109,Mycobacterium marseillense,1.00,ok,
90863,NOCARDIA CYRIACIGEORGICA,414866006,Nocardia cyriacigeorgica,,414866006,Nocardia cyriacigeorgica,1.00,ok,
90864,LACTOBACILLUS CASEI/PARACASEI/ZEAE,1017006,Lactobacillus casei,,1017006,Lactobacillus casei,0.95,ok,FSN matches first organism in compound input
90865,STAPHYLOCOCCUS LENTUS,40253001,Staphylococcus lentus,,40253001,Staphylococcus lentus,1.00,ok,
90866,MYCOBACTERIUM TRIPLEX,113860005,Mycobacterium triplex,,113860005,Mycobacterium triplex,1.00,ok,
90868,YOKENELLA REGENSBURGEI,89477001,Yokenella regensburgei,,89477001,Yokenella regensburgei,1.00,ok,
90869,STREPTOCOCCUS CONSTELLATUS SSP. CONSTELLATUS,415601009,Streptococcus constellatus subspecies constellatus,,415601009,Streptococcus constellatus subspecies constellatus,0.98,ok,FSN matches input exactly
