mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,normalisation,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
227698,Fibersource HN (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Fibersource HN,N1-rate,,,,not-searchable,
227699,Fibersource HN (1/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Fibersource HN,N1-rate,,,,not-searchable,
227973,NovaSource Renal (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,NovaSource Renal,N1-rate,,,,not-searchable,
227974,NovaSource Renal (3/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,NovaSource Renal,N1-rate,,,,not-searchable,
227975,NovaSource Renal (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,NovaSource Renal,N1-rate,,,,not-searchable,
227976,Boost Glucose Control (1/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Boost Glucose Control,N1-rate,,,,not-searchable,
227977,Boost Glucose Control (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Boost Glucose Control,N1-rate,,,,not-searchable,
227978,Boost Glucose Control (3/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Boost Glucose Control,N1-rate,,,,not-searchable,
227979,Boost Glucose Control (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Boost Glucose Control,N1-rate,,,,not-searchable,
228003,Tamiflu,http://www.nlm.nih.gov/research/umls/rxnorm,261657,Tamiflu,,term-join,Q1-exact,Tamiflu,,,,,not-needed,
228131,Isosource 1.5 (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Isosource 1.5,N1-rate,,,,not-searchable,
228132,Isosource 1.5 (1/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Isosource 1.5,N1-rate,,,,not-searchable,
228133,Isosource 1.5 (2/3),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Isosource 1.5,N1-rate,,,,not-searchable,
228134,Isosource 1.5 (3/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Isosource 1.5,N1-rate,,,,not-searchable,
228135,Isosource 1.5 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Isosource 1.5,N1-rate,,,,not-searchable,
228140,Dextrose 20%,http://www.nlm.nih.gov/research/umls/rxnorm,237649,dextrose 20 % in 500 ML Injection,,code-search,,Dextrose 20%,,237649,dextrose 20 % in 500 ML Injection,0.95,ok,FSN matches dextrose 20% exactly
228141,Dextrose 30%,http://www.nlm.nih.gov/research/umls/rxnorm,242694,dextrose 30 % in 500 ML Injection,,code-search,,Dextrose 30%,,242694,dextrose 30 % in 500 ML Injection,0.90,ok,FSN matches dextrose 30% injection
228142,Dextrose 40%,http://snomed.info/sct,776119003,Glucose only product,,code-search,,Dextrose 40%,,776119003,Glucose only product,0.85,ok,Active replacement for Dextrose 40% solution; dextrose is glucose
228315,Acetaminophen-IV,http://www.nlm.nih.gov/research/umls/rxnorm,1803960,acetaminophen 10 MG/ML Injection,,code-search,,Acetaminophen-IV,,1803960,acetaminophen 10 MG/ML Injection,0.80,ok,IV formulation of acetaminophen; standard concentration
228316,Levetiracetam (Keppra),http://www.nlm.nih.gov/research/umls/rxnorm,114477,levetiracetam,,term-join,Q3-paren,Levetiracetam (Keppra),,,,,not-needed,
228339,Amiodarone 600/500,http://www.nlm.nih.gov/research/umls/rxnorm,703,amiodarone,,code-search,,Amiodarone 600/500,,703,amiodarone,0.80,ok,Base medication concept; dose 600/500 not separately coded
228340,Furosemide (Lasix) 250/50,http://www.nlm.nih.gov/research/umls/rxnorm,428540,furosemide 250 MG Oral Tablet,,code-search,,Furosemide (Lasix) 250/50,,428540,furosemide 250 MG Oral Tablet,0.80,ok,Furosemide 250mg component of the 250/50 request
228341,NaCl 23.4%,http://www.nlm.nih.gov/research/umls/rxnorm,313016,sodium chloride 23.4 % Injectable Solution,,code-search,,NaCl 23.4%,,313016,sodium chloride 23.4 % Injectable Solution,0.95,ok,NaCl is sodium chloride; concentration matches exactly
228348,Nepro (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Nepro,N1-rate,,,,not-searchable,
228351,Nepro (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Nepro,N1-rate,,,,not-searchable,
228355,Enlive (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Enlive,N1-rate,,,,not-searchable,
228356,Glucerna (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Glucerna,N1-rate,,,,not-searchable,
228359,Glucerna (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Glucerna,N1-rate,,,,not-searchable,
228360,Pulmocare (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Pulmocare,N1-rate,,,,not-searchable,
228361,Pulmocare (1/4),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Pulmocare,N1-rate,,,,not-searchable,
228363,Pulmocare (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Pulmocare,N1-rate,,,,not-searchable,
228364,Two Cal HN (1/2),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Two Cal HN,N1-rate,,,,not-searchable,
228367,Two Cal HN (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Two Cal HN,N1-rate,,,,not-searchable,
228383,Peptamen Bariatric (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Peptamen Bariatric,N1-rate,,,,not-searchable,
229009,Promote (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Promote,N1-rate,,,,not-searchable,
229010,Jevity 1.2 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Jevity 1.2,N1-rate,,,,not-searchable,
229011,Jevity 1.5 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Jevity 1.5,N1-rate,,,,not-searchable,
229012,Vital 1.5 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Vital 1.5,N1-rate,,,,not-searchable,
229013,Glucerna 1.2 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Glucerna 1.2,N1-rate,,,,not-searchable,
229014,Promote with Fiber (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Promote with Fiber,N1-rate,,,,not-searchable,
229057,Acetylcysteine,http://www.nlm.nih.gov/research/umls/rxnorm,197,acetylcysteine,,term-join,Q1-exact,Acetylcysteine,,,,,not-needed,
229058,Aminocaproic acid (Amicar),http://www.nlm.nih.gov/research/umls/rxnorm,99,6-aminocaproic acid,,term-join,Q3-paren,Aminocaproic acid (Amicar),,,,,not-needed,
229061,Ertapenem sodium (Invanz),http://www.nlm.nih.gov/research/umls/rxnorm,353107,ertapenem sodium,,term-join,Q3-paren,Ertapenem sodium (Invanz),,,,,not-needed,
229062,Mycophenolate mofetil (Cellcept),http://www.nlm.nih.gov/research/umls/rxnorm,68149,mycophenolate mofetil,,term-join,Q3-paren,Mycophenolate mofetil (Cellcept),,,,,not-needed,
229063,Pamidronate,http://www.nlm.nih.gov/research/umls/rxnorm,11473,pamidronate,,term-join,Q1-exact,Pamidronate,,,,,not-needed,
229064,Tigecycline,http://www.nlm.nih.gov/research/umls/rxnorm,384455,tigecycline,,term-join,Q1-exact,Tigecycline,,,,,not-needed,
229066,Treprostinil (Remodulin),http://www.nlm.nih.gov/research/umls/rxnorm,343048,treprostinil,,term-join,Q3-paren,Treprostinil (Remodulin),,,,,not-needed,
229068,Protamine sulfate,http://www.nlm.nih.gov/research/umls/rxnorm,8825,protamine sulfate (USP),,code-search,,Protamine sulfate,,8825,protamine sulfate,0.95,ok,FSN matches input exactly
229069,Digoxin (Lanoxin),http://www.nlm.nih.gov/research/umls/rxnorm,3407,digoxin,,term-join,Q3-paren,Digoxin (Lanoxin),,,,,not-needed,
229070,Glycopyrolate (Robinul),http://www.nlm.nih.gov/research/umls/rxnorm,4955,glycopyrrolate,,code-search,,Glycopyrolate (Robinul),,4955,glycopyrrolate,0.85,ok,FSN matches input; Robinul is brand name
229071,Neostigmine (Prostigmin),http://www.nlm.nih.gov/research/umls/rxnorm,7315,neostigmine,,term-join,Q3-paren,Neostigmine (Prostigmin),,,,,not-needed,
229072,Ketorolac (Toradol),http://www.nlm.nih.gov/research/umls/rxnorm,35827,ketorolac,,term-join,Q3-paren,Ketorolac (Toradol),,,,,not-needed,
229233,Rocuronium,http://www.nlm.nih.gov/research/umls/rxnorm,68139,rocuronium,,term-join,Q1-exact,Rocuronium,,,,,not-needed,
229234,Clevidipine (Cleviprex),http://www.nlm.nih.gov/research/umls/rxnorm,233603,clevidipine,,term-join,Q3-paren,Clevidipine (Cleviprex),,,,,not-needed,
229295,Glucerna 1.5 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Glucerna 1.5,N1-rate,,,,not-searchable,
229296,Vital High Protein (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Vital High Protein,N1-rate,,,,not-searchable,
229297,Osmolite 1.5 (Full),,,,"Not sent to code-search: the label carries an ICU rate fraction, so it records how much of a prescribed tube feed was running. RxNorm holds no concept for any of these branded enteral formulas at any term type — measured by expanding the whole code system with no term-type filter, not assumed — and SNOMED CT answers them only with a nutritional-supplement class code or with a lexical collision on the brand name.",rate-fraction,,Osmolite 1.5,N1-rate,,,,not-searchable,
229299,Insulin - Novolog,http://www.nlm.nih.gov/research/umls/rxnorm,284810,NovoLog,,code-search,,Insulin - Novolog,,284810,NovoLog,0.85,ok,NovoLog is the brand name for insulin aspart; exact match
229420,Dexmedetomidine (Precedex),http://www.nlm.nih.gov/research/umls/rxnorm,48937,dexmedetomidine,,term-join,Q3-paren,Dexmedetomidine (Precedex),,,,,not-needed,
229574,Fiber Supplement (i.e. Banana Flakes),http://www.nlm.nih.gov/research/umls/rxnorm,70727,fiber,,code-search,,Fiber Supplement (i.e. Banana Flakes),,70727,fiber,0.80,ok,Fiber supplement maps to fiber; banana flakes is an example
229583,Beneprotein.,,,,"code-search proposed 50800011000036102 'Whey protein formula supplemented with amino acids, vitamins and minerals, and low in protein, phosphate, potassium and lactose powder for oral liquid' at 0.70, below the 0.8 threshold.",code-search,,Beneprotein,,50800011000036102,"Whey protein formula supplemented with amino acids, vitamins and minerals, and low in protein, phosphate, potassium and lactose powder for oral liquid",0.70,below-threshold,Beneprotein is a whey protein powder supplement; closest generic match
229587,Ceftaroline,http://www.nlm.nih.gov/research/umls/rxnorm,1040005,ceftaroline,,term-join,Q1-exact,Ceftaroline,,,,,not-needed,
229597,Heparin Sodium (Impella),http://www.nlm.nih.gov/research/umls/rxnorm,9877,heparin sodium,,term-join,Q3-paren,Heparin Sodium (Impella),,,,,not-needed,
229615,Esomeprazole (Nexium),http://www.nlm.nih.gov/research/umls/rxnorm,283742,esomeprazole,,term-join,Q3-paren,Esomeprazole (Nexium),,,,,not-needed,
229616,Ondansetron (Zofran),http://www.nlm.nih.gov/research/umls/rxnorm,26225,ondansetron,,term-join,Q3-paren,Ondansetron (Zofran),,,,,not-needed,
229617,Epinephrine.,http://www.nlm.nih.gov/research/umls/rxnorm,3992,epinephrine,,term-join,Q1-exact,Epinephrine,,,,,not-needed,
229618,Calcium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,1901,calcium chloride,,term-join,Q1-exact,Calcium Chloride,,,,,not-needed,
229619,Insulin - U500,http://www.nlm.nih.gov/research/umls/rxnorm,249220,"regular insulin, human (concentrated) 500 UNT/ML Injectable Solution",,code-search,,Insulin - U500,,249220,"regular insulin, human (concentrated) 500 UNT/ML Injectable Solution",0.85,ok,U500 insulin = concentrated regular human insulin 500 units/mL
229624,Nicardipine 40mg/200,http://www.nlm.nih.gov/research/umls/rxnorm,858603,niCARdipine HCl 40 MG in 200 ML Injection,,code-search,,Nicardipine 40mg/200,,858603,niCARdipine HCl 40 MG in 200 ML Injection,0.97,ok,FSN matches nicardipine 40mg/200 exactly
229630,Phenylephrine (50/250),http://www.nlm.nih.gov/research/umls/rxnorm,8163,phenylephrine,,term-join,Q3-paren,Phenylephrine (50/250),,,,,not-needed,
229632,Phenylephrine (200/250),http://www.nlm.nih.gov/research/umls/rxnorm,8163,phenylephrine,,term-join,Q3-paren,Phenylephrine (200/250),,,,,not-needed,
229639,Bumetanide (Bumex),http://www.nlm.nih.gov/research/umls/rxnorm,1808,bumetanide,,term-join,Q3-paren,Bumetanide (Bumex),,,,,not-needed,
229640,Calcium Gluconate (Bolus),http://www.nlm.nih.gov/research/umls/rxnorm,1908,calcium gluconate,,term-join,Q3-paren,Calcium Gluconate (Bolus),,,,,not-needed,
229654,Amiodarone 450/250,http://www.nlm.nih.gov/research/umls/rxnorm,1663276,amiodarone hydrochloride 1.8 MG/ML Injection,,code-search,,Amiodarone 450/250,,1663276,amiodarone hydrochloride 1.8 MG/ML Injection,0.85,ok,450/250 ≈ 1.8 mg/mL concentration match
229709,Angiotensin II (Giapreza),http://www.nlm.nih.gov/research/umls/rxnorm,1999003,angiotensin II,,term-join,Q3-paren,Angiotensin II (Giapreza),,,,,not-needed,
229760,Epoprostenol (Veletri),http://www.nlm.nih.gov/research/umls/rxnorm,8814,epoprostenol,,term-join,Q3-paren,Epoprostenol (Veletri),,,,,not-needed,
229764,Angiotensin II (Giapreza),http://www.nlm.nih.gov/research/umls/rxnorm,1999003,angiotensin II,,term-join,Q3-paren,Angiotensin II (Giapreza),,,,,not-needed,
229781,Bivalirudin (Angiomax) (Impella),http://www.nlm.nih.gov/research/umls/rxnorm,60819,bivalirudin,,code-search,,Bivalirudin (Angiomax) (Impella),,60819,bivalirudin,0.85,ok,"Bivalirudin active ingredient; Angiomax is brand, Impella is device context"
229861,Sodium Acetate.,http://www.nlm.nih.gov/research/umls/rxnorm,56443,sodium acetate,,term-join,Q1-exact,Sodium Acetate,,,,,not-needed,
