mimic_code,mimic_display,ucum_code,ucum_display,comment,tier,source_valid_ucum,source_canonical,target_canonical,dimension_changed
mEq./hour,mEq./hour,meq/h,meq/h,,curated,no,,s-1 x167281687777777777.77777777777777777777777777777777777777777777777778,
mEq/100 mL SW,mEq/100 mL SW,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mEq/15 mL,mEq/15 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mEq/200 mL NS,mEq/200 mL NS,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mEq/L,mEq/L,meq/L,meq/L,,curated,no,,m-3 x602214076000000000000000,
mEq/hr,mEq/hr,meq/h,meq/h,,curated,no,,s-1 x167281687777777777.77777777777777777777777777777777777777777777777778,
mEqmEq,mEqmEq,,,An ETL artefact: the unit string `mEq` duplicated.,declined,no,,,
mIU/mL,mIU/mL,m[IU]/mL,m[IU]/mL,,curated,no,,(arbitrary) x,
mL,mL,mL,mL,,curated,yes,m+3 x0.000001,m+3 x0.000001,no
mL UDCUP,mL UDCUP,,,A volume fused with its container (unit-dose cup). The quantity is millilitres; the container belongs in the dispense record rather than in the unit.,declined,no,,,
mL/Day,mL/Day,mL/d,mL/d,,curated,no,,m+3.s-1 x0.00000000001157407407407407407407407407407407407407,
mL/Lumen,mL/Lumen,mL/{lumen},mL/{lumen},,curated,no,,m+3 x0.000001,
mL/Syringe,mL/Syringe,mL/{syringe},mL/{syringe},,curated,no,,m+3 x0.000001,
mL/beat,mL/beat,mL/{beat},mL/{beat},"Stroke volume. `{beat}` is an annotation, so this is millilitres to UCUM, which is the correct dimension for a per-beat volume.",curated,no,,m+3 x0.000001,
mL/h,mL/h,mL/h,mL/h,,curated,yes,m+3.s-1 x0.00000000027777777777777777777777777777777777777778,m+3.s-1 x0.00000000027777777777777777777777777777777777777778,no
mL/hour,mL/hour,mL/h,mL/h,,curated,no,,m+3.s-1 x0.00000000027777777777777777777777777777777777777778,
mL/hr,mL/hr,mL/h,mL/h,,curated,no,,m+3.s-1 x0.00000000027777777777777777777777777777777777777778,
mL/kg/hour,mL/kg/hour,mL/(kg.h),mL/(kg.h),,curated,no,,g-1.m+3.s-1 x0.00000000000027777777777777777777777777777777777778,
mL/m2,mL/m2,mL/m2,mL/m2,,curated,yes,m x0.000001,m x0.000001,no
mL/mL,mL/mL,mL/mL,mL/mL,,curated,yes,1 x1,1 x1,no
mL/min,mL/min,mL/min,mL/min,,curated,yes,m+3.s-1 x0.00000001666666666666666666666666666666666666666667,m+3.s-1 x0.00000001666666666666666666666666666666666666666667,no
mOsm/kg,mOsm/kg,mosm/kg,mosm/kg,"Osmolality. UCUM's osmole is `osm`, lower case, with the milli prefix spelled `m`.",curated,no,,g-1 x602214076000000000,
mV,mV,mV,mV,,curated,yes,C-1.g.m+2.s-2 x1,C-1.g.m+2.s-2 x1,no
mcg,mcg,ug,ug,,curated,no,,g x0.000001,
mcg'ml-mg/ml,mcg'ml-mg/ml,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
mcg-mg/mL,mcg-mg/mL,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
mcg/0.5,mcg/0.5,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mcg/2 mL,mcg/2 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mcg/actuation,mcg/actuation,ug/{actuation},ug/{actuation},,curated,no,,g x0.000001,
mcg/day,mcg/day,ug/d,ug/d,,curated,no,,g.s-1 x0.00000000001157407407407407407407407407407407407407,
mcg/dose,mcg/dose,ug/{dose},ug/{dose},,curated,no,,g x0.000001,
mcg/h,mcg/h,ug/h,ug/h,,curated,no,,g.s-1 x0.00000000027777777777777777777777777777777777777778,
mcg/hour,mcg/hour,ug/h,ug/h,,curated,no,,g.s-1 x0.00000000027777777777777777777777777777777777777778,
mcg/hr,mcg/hr,ug/h,ug/h,,curated,no,,g.s-1 x0.00000000027777777777777777777777777777777777777778,
mcg/kg,mcg/kg,ug/kg,ug/kg,,curated,no,,1 x0.000000001,
mcg/kg/hour,mcg/kg/hour,ug/(kg.h),ug/(kg.h),,curated,no,,s-1 x0.00000000000027777777777777777777777777777777777778,
mcg/kg/hr,mcg/kg/hr,ug/(kg.h),ug/(kg.h),,curated,no,,s-1 x0.00000000000027777777777777777777777777777777777778,
mcg/kg/min,mcg/kg/min,ug/(kg.min),ug/(kg.min),,curated,no,,s-1 x0.00000000001666666666666666666666666666666666666667,
mcg/mL,mcg/mL,ug/mL,ug/mL,,curated,no,,g.m-3 x1,
mcg/min,mcg/min,ug/min,ug/min,,curated,no,,g.s-1 x0.00000001666666666666666666666666666666666666666667,
mcg/ml,mcg/ml,ug/mL,ug/mL,,curated,no,,g.m-3 x1,
mcg/spray,mcg/spray,ug/{spray},ug/{spray},,curated,no,,g x0.000001,
mcg\ 0 mcg,mcg\ 0 mcg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mch/kg/min,mch/kg/min,,,Most likely a misspelling of `mcg/kg/min`. Declined for the same reason as `mcq` — a guessed correction on an infusion rate.,declined,no,,,
mcq,mcq,,,"Most likely a misspelling of `mcg`, but this generator does not correct spelling it cannot confirm: mapping it to the microgram would rest on a guess about a prescription dose.",declined,no,,,
meq,meq,meq,meq,,curated,yes,1 x602214076000000000000,1 x602214076000000000000,no
mg,mg,mg,mg,,curated,yes,g x0.001,g x0.001,no
mg (1 mL),mg (1 mL),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg (950 mg),mg (950 mg),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg / 0 mg,mg / 0 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg /40 mg,mg /40 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg ER,mg ER,,,A mass fused with a release characteristic (extended release). The quantity is milligrams; `ER` describes the formulation and belongs in the medication reference.,declined,no,,,
mg PE,mg PE,,,See `PE (Phenytoin Sodium Equivalent)`.,declined,no,,,
mg PE/kg,mg PE/kg,,,See `PE (Phenytoin Sodium Equivalent)`.,declined,no,,,
mg base)/3 mL,mg base)/3 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg or 92mg,mg or 92mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg-35 mcg (28),mg-35 mcg (28),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg-mcg,mg-mcg,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
mg-mg,mg-mg,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
mg-mg-mcg-mg,mg-mg-mcg-mg,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
mg/ 0 mg,mg/ 0 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg//min,mg//min,mg/min,mg/min,,curated,no,,g.s-1 x0.00001666666666666666666666666666666666666666666667,
mg/0 mg,mg/0 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0.3 mL,mg/0.3 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0.5 mL,mg/0.5 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0.67 mL,mg/0.67 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0.6mL,mg/0.6mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0mg,mg/0mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/0mgs,mg/0mgs,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/100 mL,mg/100 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/100mg,mg/100mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/15 mL,mg/15 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/2 mL,mg/2 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/2.625 mL,mg/2.625 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/20 mL,mg/20 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/24 hour,mg/24 hour,mg/d,mg/d,,curated,no,,g.s-1 x0.00000001157407407407407407407407407407407407407407,
mg/24 hr,mg/24 hr,mg/d,mg/d,,curated,no,,g.s-1 x0.00000001157407407407407407407407407407407407407407,
mg/24h,mg/24h,mg/d,mg/d,,curated,no,,g.s-1 x0.00000001157407407407407407407407407407407407407407,
mg/24hr,mg/24hr,mg/(24.h),mg/(24.h),"A 24-hour urine collection. Written as `mg/(24.h)` rather than `mg/d` to keep the collection period the source states, which is what the result is actually normalised to.",curated,no,,g.s-1 x0.00000001157407407407407407407407407407407407407407,
mg/250 mL,mg/250 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/250 ml,mg/250 ml,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/3 mL,mg/3 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/40mg,mg/40mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/5,mg/5,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,yes,g x0.0002,,
mg/5 mL,mg/5 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/5 mL (5 mL),mg/5 mL (5 mL),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/50 mL,mg/50 mL,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/50 ml,mg/50 ml,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/500 ml,mg/500 ml,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/54mg,mg/54mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/6 mL (6 mL),mg/6 mL (6 mL),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/61mg,mg/61mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/960mg,mg/960mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/L,mg/L,mg/L,mg/L,,curated,yes,g.m-3 x1,g.m-3 x1,no
mg/actuation,mg/actuation,mg/{actuation},mg/{actuation},,curated,no,,g x0.001,
mg/dL,mg/dL,mg/dL,mg/dL,,curated,yes,g.m-3 x10,g.m-3 x10,no
mg/day,mg/day,mg/d,mg/d,,curated,no,,g.s-1 x0.00000001157407407407407407407407407407407407407407,
mg/dose,mg/dose,mg/{dose},mg/{dose},,curated,no,,g x0.001,
mg/g,mg/g,mg/g,mg/g,,curated,yes,1 x0.001,1 x0.001,no
mg/h,mg/h,mg/h,mg/h,,curated,yes,g.s-1 x0.00000027777777777777777777777777777777777777777778,g.s-1 x0.00000027777777777777777777777777777777777777777778,no
mg/hour,mg/hour,mg/h,mg/h,,curated,no,,g.s-1 x0.00000027777777777777777777777777777777777777777778,
mg/hr,mg/hr,mg/h,mg/h,,curated,no,,g.s-1 x0.00000027777777777777777777777777777777777777777778,
mg/kg,mg/kg,mg/kg,mg/kg,,curated,yes,1 x0.000001,1 x0.000001,no
mg/kg/hour,mg/kg/hour,mg/(kg.h),mg/(kg.h),,curated,no,,s-1 x0.00000000027777777777777777777777777777777777777778,
mg/kg/hr,mg/kg/hr,mg/(kg.h),mg/(kg.h),,curated,no,,s-1 x0.00000000027777777777777777777777777777777777777778,
mg/kg/min,mg/kg/min,mg/(kg.min),mg/(kg.min),,curated,yes,s-1 x0.00000001666666666666666666666666666666666666666667,s-1 x0.00000001666666666666666666666666666666666666666667,no
mg/m2,mg/m2,mg/m2,mg/m2,,curated,yes,g.m-2 x0.001,g.m-2 x0.001,no
mg/mL,mg/mL,mg/mL,mg/mL,,curated,yes,g.m-3 x1000,g.m-3 x1000,no
mg/mL (1 %),mg/mL (1 %),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/mL (4 %),mg/mL (4 %),,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg/mg,mg/mg,mg/mg,mg/mg,,curated,yes,1 x1,1 x1,no
mg/min,mg/min,mg/min,mg/min,,curated,yes,g.s-1 x0.00001666666666666666666666666666666666666666666667,g.s-1 x0.00001666666666666666666666666666666666666666666667,no
mg/ml,mg/ml,mg/mL,mg/mL,,curated,yes,g.m-3 x1000,g.m-3 x1000,no
mg/omg,mg/omg,,,An ETL artefact: a zero mis-typed as the letter o.,declined,no,,,
mg\ 0 mg,mg\ 0 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg\ 150 mg,mg\ 150 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
