mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
040210,Ginkgo Biloba,236809,Ginkgo biloba extract,,code-search,,236809,Ginkgo biloba extract,0.85,ok,Broadest extract match; no part specified in input
040213,Preparation H,,,"code-search proposed 1007637 'phenylephrine / witch hazel' at 0.75, below the 0.85 threshold.",code-search,,1007637,phenylephrine / witch hazel,0.75,below-threshold,Preparation H active ingredients; brand with clear clinical referent
040221,rizatriptan [Maxalt],88014,rizatriptan,,term-join,B1-generic,,,,not-needed,
040222,rizatriptan [Maxalt],88014,rizatriptan,,term-join,B1-generic,,,,not-needed,
040223,rizatriptan [Maxalt-MLT],88014,rizatriptan,,term-join,B1-generic,,,,not-needed,
040224,rizatriptan [Maxalt-MLT],88014,rizatriptan,,term-join,B1-generic,,,,not-needed,
040229,Foltabs 800,198641,folic acid 800 MCG Oral Tablet,,code-search,,198641,folic acid 800 MCG Oral Tablet,0.85,ok,Foltabs is a folic acid brand; 800 = 800 mcg tablet
040238,Zocor,196503,Zocor,,term-join,Q1-exact,,,,not-needed,
040250,silver [Arglaes],2606543,silver,,term-join,B1-generic,,,,not-needed,
040257,cefdinir,25037,cefdinir,,term-join,Q1-exact,,,,not-needed,
040258,cefdinir,25037,cefdinir,,term-join,Q1-exact,,,,not-needed,
040259,prenatal vit-sel-iron fum-FA [Vinate M],,,"code-search proposed 1314678 'copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate' at 0.50, below the 0.85 threshold.",code-search,,1314678,copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate,0.50,below-threshold,Prenatal multivitamin with ferrous fumarate and folic acid; no candidate contains selenium
040260,budesonide (bulk),19831,budesonide,,term-join,Q3-paren,,,,not-needed,
040261,LMX 5,1534792,lidocaine 5 % Topical Cream,,code-search,,1534792,lidocaine 5 % Topical Cream,0.85,ok,LMX 5 is brand of lidocaine 5% topical cream
040262,LMX 4,1421893,lidocaine 4 % Topical Cream,,code-search,,1421893,lidocaine 4 % Topical Cream,0.85,ok,LMX 4 is brand for lidocaine 4% topical cream
040279,thalidomide [Thalomid],10432,thalidomide,,term-join,B1-generic,,,,not-needed,
040292,amoxicillin,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
040294,risedronate [Actonel],73056,risedronate,,term-join,B1-generic,,,,not-needed,
040296,Thalomid,220239,Thalomid,,term-join,Q1-exact,,,,not-needed,
040298,ciclopirox,21090,ciclopirox,,term-join,Q1-exact,,,,not-needed,
040303,dipyridamole-aspirin [Aggrenox],226718,Aggrenox,,term-join,B5-brand,,,,not-needed,
040304,Colazal,284700,Colazal,,term-join,Q1-exact,,,,not-needed,
040316,TriCare,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
040321,levothyroxine (bulk),10582,levothyroxine,,term-join,Q3-paren,,,,not-needed,
040322,oxytocin (bulk),7824,oxytocin,,term-join,Q3-paren,,,,not-needed,
040336,Rolaids,219721,Rolaids,,term-join,Q1-exact,,,,not-needed,
040351,collagen (bovine),2714,collagen,,term-join,Q3-paren,,,,not-needed,
040354,calcium phosphate-vitamin D3,608349,calcium phosphate / cholecalciferol,,code-search,,608349,calcium phosphate / cholecalciferol,0.85,ok,FSN matches combination exactly; vitamin D3 = cholecalciferol
040356,sodium citrate,56466,sodium citrate,,term-join,Q1-exact,,,,not-needed,
040366,estradiol,4083,estradiol,,term-join,Q1-exact,,,,not-needed,
040368,zinc-pumpkin seed oil-saw palm [Saw Palmetto Complex(pumpk-Zn)],,,"code-search proposed 236344 'saw palmetto extract' at 0.70, below the 0.85 threshold.",code-search,,236344,saw palmetto extract,0.70,below-threshold,Primary ingredient of combination product
040376,mycophenolate mofetil HCl,237112,mycophenolate mofetil hydrochloride,,term-join,Q2-salt,,,,not-needed,
040386,octreotide acetate [Sandostatin LAR Depot],221130,octreotide acetate,,term-join,B1-generic,,,,not-needed,
040390,"Calcium,Vit D,Chromium,Zinc",1895,calcium,,code-search,,1895,calcium,0.85,ok,FSN matches input exactly
040395,fosinopril-hydrochlorothiazide,261415,fosinopril / hydrochlorothiazide,,code-search,,261415,fosinopril / hydrochlorothiazide,0.95,ok,FSN matches combination drug exactly
040429,Cinryze,809868,Cinryze,,term-join,Q1-exact,,,,not-needed,
040471,somatropin [Genotropin],61148,somatropin,,term-join,B1-generic,,,,not-needed,
040515,lidocaine-prilocaine,166283,lidocaine / prilocaine,,code-search,,166283,lidocaine / prilocaine,0.95,ok,FSN matches input exactly; no dosage form specified
040516,Carnitor,151494,Carnitor,,term-join,Q1-exact,,,,not-needed,
040520,levocarnitine [Carnitor],42955,levocarnitine,,term-join,B1-generic,,,,not-needed,
040525,PERSONAL LUBRICANT,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
040526,lidocaine-prilocaine [Lidopril],166283,lidocaine / prilocaine,,code-search,,166283,lidocaine / prilocaine,0.95,ok,FSN matches the combination drug; Lidopril is brand shorthand
040549,leflunomide [Arava],27169,leflunomide,,term-join,B1-generic,,,,not-needed,
040550,leflunomide [Arava],27169,leflunomide,,term-join,B1-generic,,,,not-needed,
040640,estradiol-norethindrone acet [CombiPatch],216161,Combipatch,,term-join,B5-brand,,,,not-needed,
040646,Optivar,261597,Optivar,,term-join,Q1-exact,,,,not-needed,
040650,RemiCADE,219610,Remicade,,term-join,Q1-exact,,,,not-needed,
040655,Sustiva,195084,Sustiva,,term-join,Q1-exact,,,,not-needed,
040658,Hydrophor,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
040659,candesartan [Atacand],214354,candesartan,,term-join,B1-generic,,,,not-needed,
040663,Xenical,226918,Xenical,,term-join,Q1-exact,,,,not-needed,
040779,vacuum erection device system,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
040783,Saw Palmetto,236344,saw palmetto extract,,code-search,,236344,saw palmetto extract,0.85,ok,Matches saw palmetto; fruit extract adds unstated specificity
040785,Prednicarbate,34369,prednicarbate,,term-join,Q1-exact,,,,not-needed,
040787,trastuzumab [Herceptin],224905,trastuzumab,,term-join,B1-generic,,,,not-needed,
040793,Monistat 3,,,"code-search proposed 6932 'miconazole' at 0.80, below the 0.85 threshold.",code-search,,6932,miconazole,0.80,below-threshold,Monistat 3 is a brand of miconazole vaginal antifungal
040797,Lecithin,8214,lecithin,,term-join,Q1-exact,,,,not-needed,
040802,isomethepten-caf-acetaminophen,689572,acetaminophen / caffeine / isometheptene,,code-search,,689572,acetaminophen / caffeine / isometheptene,0.95,ok,FSN matches the three-ingredient combination exactly
040809,iron-vitamin C [FE C],214248,ascorbic acid / ferrous sulfate,,code-search,,214248,ascorbic acid / ferrous sulfate,0.85,ok,"Generic iron + vitamin C combination, no dose specificity"
040817,piperacillin-tazobactam-dextrs,74169,piperacillin / tazobactam,,code-search,,74169,piperacillin / tazobactam,0.85,ok,Input is truncated 'dextrose'; base drug combination matches
040818,Zosyn in dextrose (iso-osm),74169,piperacillin / tazobactam,,code-search,,74169,piperacillin / tazobactam,0.85,ok,Zosyn is brand name for piperacillin/tazobactam; dextrose/iso-osm is diluent qualifier
040819,Zosyn in dextrose (iso-osm),74169,piperacillin / tazobactam,,code-search,,74169,piperacillin / tazobactam,0.85,ok,Zosyn is brand name for piperacillin/tazobactam; dextrose/iso-osm is diluent qualifier
040822,midazolam,6960,midazolam,,term-join,Q1-exact,,,,not-needed,
040827,Q-Sorb Co Q-10,850459,Q-Sorb Co Q-10,,term-join,Q1-exact,,,,not-needed,
040831,buprenorphine HCl (bulk),203841,buprenorphine hydrochloride,,term-join,Q4-paren-salt,,,,not-needed,
040868,Fragmin,281554,Fragmin,,term-join,Q1-exact,,,,not-needed,
040869,etanercept [Enbrel],214555,etanercept,,term-join,B1-generic,,,,not-needed,
040870,rifapentine [Priftin],35617,rifapentine,,term-join,B1-generic,,,,not-needed,
040872,sevelamer HCl,237125,sevelamer hydrochloride,,term-join,Q2-salt,,,,not-needed,
040887,lansoprazole,17128,lansoprazole,,term-join,Q1-exact,,,,not-needed,
040888,Estradiol-Norethindrone Acet,214551,estradiol / norethindrone,,code-search,,214551,estradiol / norethindrone,0.90,ok,Combination concept matches estradiol-norethindrone
040899,triclosan [Cetaphil Antibacterial],10795,triclosan,,term-join,B1-generic,,,,not-needed,
040901,topiramate [Topamax],38404,topiramate,,term-join,B1-generic,,,,not-needed,
040902,topiramate [Topamax],38404,topiramate,,term-join,B1-generic,,,,not-needed,
040906,Premphase,1000487,Premphase 28 Day Pack,,code-search,,1000487,Premphase 28 Day Pack,0.85,ok,Brand product matching search text
040910,telmisartan [Micardis],73494,telmisartan,,term-join,B1-generic,,,,not-needed,
040911,telmisartan [Micardis],73494,telmisartan,,term-join,B1-generic,,,,not-needed,
040923,losartan-hydrochlorothiazide [Hyzaar],217681,Hyzaar,,term-join,B5-brand,,,,not-needed,
040924,estradiol-norethindrone acet [CombiPatch],216161,Combipatch,,term-join,B5-brand,,,,not-needed,
040941,rabeprazole [AcipHex],114979,rabeprazole,,term-join,B1-generic,,,,not-needed,
040943,diphenhydramine HCl [Anti-Itch (diphenhydramine)],1362,diphenhydramine hydrochloride,,term-join,B2-generic-salt,,,,not-needed,
040944,simethicone [Phazyme],9796,simethicone,,term-join,B1-generic,,,,not-needed,
040954,melatonin,6711,melatonin,,term-join,Q1-exact,,,,not-needed,
040964,Ziagen,221017,Ziagen,,term-join,Q1-exact,,,,not-needed,
040965,abacavir,190521,abacavir,,term-join,Q1-exact,,,,not-needed,
040966,Diltiazem HCl,203211,diltiazem hydrochloride,,term-join,Q2-salt,,,,not-needed,
040970,Stuart Prenatal,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
040971,Loprox (as olamine),227285,Loprox,,term-join,Q3-paren,,,,not-needed,
040974,metformin [Glucophage],6809,metformin,,term-join,B1-generic,,,,not-needed,
040982,B complex-folic acid,,,"code-search proposed 1008623 'calcium carbonate / folic acid / vitamin B complex' at 0.70, below the 0.85 threshold.",code-search,,1008623,calcium carbonate / folic acid / vitamin B complex,0.70,below-threshold,Only candidate containing both B complex and folic acid; adds unstated calcium carbonate
041004,choline-inositol-methionine-FA,,,"code-search proposed 1007190 'choline / inositol / lysine / methionine / vitamin B12' at 0.50, below the 0.85 threshold.",code-search,,1007190,choline / inositol / lysine / methionine / vitamin B12,0.50,below-threshold,Closest combination; captures choline/inositol/methionine but adds lysine+B12 instead of folic acid
041005,Digestive Aids Mixture,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
041007,Sandostatin LAR Depot,219799,Sandostatin LAR,,code-search,,219799,Sandostatin LAR,0.85,ok,Brand name for octreotide LAR; Depot is part of brand
041008,Sandostatin LAR Depot,219799,Sandostatin LAR,,code-search,,219799,Sandostatin LAR,0.85,ok,Brand name for octreotide LAR; Depot is part of brand
041016,quinapril-hydrochlorothiazide,261417,hydrochlorothiazide / quinapril,,code-search,,261417,hydrochlorothiazide / quinapril,0.90,ok,Combination product matches input; specific strengths overstep
041026,Zyprexa,135423,Zyprexa,,term-join,Q1-exact,,,,not-needed,
041027,Zyprexa,135423,Zyprexa,,term-join,Q1-exact,,,,not-needed,
041032,lamivudine [Epivir HBV],68244,lamivudine,,term-join,B1-generic,,,,not-needed,
041033,lamivudine [Epivir HBV],68244,lamivudine,,term-join,B1-generic,,,,not-needed,
041046,oxybutynin chloride [Ditropan XL],54251,oxybutynin chloride,,term-join,B1-generic,,,,not-needed,
041047,oxybutynin chloride [Ditropan XL],54251,oxybutynin chloride,,term-join,B1-generic,,,,not-needed,
041055,Potassium Gluconate,89903,potassium gluconate,,term-join,Q1-exact,,,,not-needed,
041199,entacapone [Comtan],60307,entacapone,,term-join,B1-generic,,,,not-needed,
041234,irbesartan-hydrochlorothiazide [Avalide],261454,Avalide,,term-join,B5-brand,,,,not-needed,
041245,biotin [Hard Nail],1588,biotin,,term-join,B1-generic,,,,not-needed,
041285,celecoxib [Celebrex],140587,celecoxib,,term-join,B1-generic,,,,not-needed,
041286,celecoxib [Celebrex],140587,celecoxib,,term-join,B1-generic,,,,not-needed,
041292,lactulose [Kristalose],6218,lactulose,,term-join,B1-generic,,,,not-needed,
041328,Vitamin B-12,11248,vitamin B12,,code-search,,11248,vitamin B12,0.85,ok,FSN matches input exactly as ingredient
041342,fentanyl citrate [Actiq],142436,fentanyl citrate,,term-join,B1-generic,,,,not-needed,
041384,fentanyl citrate (PF),142436,fentanyl citrate,,term-join,Q3-paren,,,,not-needed,
041385,Fentanyl Citrate,142436,fentanyl citrate,,term-join,Q1-exact,,,,not-needed,
041394,Procrit,227303,Procrit,,term-join,Q1-exact,,,,not-needed,
041412,hydrocodone-acetaminophen,214182,acetaminophen / hydrocodone,,code-search,,214182,acetaminophen / hydrocodone,0.95,ok,FSN matches combination drug exactly; others add strengths or extra ingredients
041432,Fragmin,281554,Fragmin,,term-join,Q1-exact,,,,not-needed,
041433,Fragmin,281554,Fragmin,,term-join,Q1-exact,,,,not-needed,
041434,dalteparin (porcine) [Fragmin],67109,dalteparin,,term-join,B3-generic-paren,,,,not-needed,
041440,Proscar,196476,Proscar,,term-join,Q1-exact,,,,not-needed,
041445,interferon alfacon-1,59744,interferon alfacon-1,,term-join,Q1-exact,,,,not-needed,
041478,Provigil,219484,Provigil,,term-join,Q1-exact,,,,not-needed,
041482,Zinc,11416,zinc,,term-join,Q1-exact,,,,not-needed,
041562,ZOFRAN ODT,26225,ondansetron,,code-search,,26225,ondansetron,0.85,ok,Zofran ODT is brand for ondansetron; dosage form not captured in ingredient VS
041563,ZOFRAN ODT,26225,ondansetron,,code-search,,26225,ondansetron,0.85,ok,Zofran ODT is brand for ondansetron; dosage form not captured in ingredient VS
041567,Zestril,196472,Zestril,,term-join,Q1-exact,,,,not-needed,
041568,Melatonin,6711,melatonin,,term-join,Q1-exact,,,,not-needed,
041570,citrulline [Pure L-Citrulline],2567,citrulline,,term-join,B1-generic,,,,not-needed,
041628,garlic,265647,garlic preparation,,code-search,,265647,garlic preparation,0.85,ok,Generic garlic concept; specific formulations are narrower
041633,Ultra CoQ10,21406,ubidecarenone,,code-search,,21406,ubidecarenone,0.85,ok,Ultra CoQ10 is a brand of coenzyme Q10; base ingredient matches
041643,alitretinoin [Panretin],81864,alitretinoin,,term-join,B1-generic,,,,not-needed,
041645,Lidocaine 4% (PF),142440,lidocaine hydrochloride,,code-search,,142440,lidocaine hydrochloride,0.85,ok,Ingredient-level match; strength/PF qualifiers not coded
041651,Verapamil,11170,verapamil,,term-join,Q1-exact,,,,not-needed,
041652,verapamil [Verelan PM],11170,verapamil,,term-join,B1-generic,,,,not-needed,
041653,Verelan PM,220778,Verelan,,code-search,,220778,Verelan,0.85,ok,Verelan PM is a brand of verapamil; brand name matches
041655,lactase [Lactase Fast Acting],41397,lactase,,term-join,B1-generic,,,,not-needed,
041660,glucagon (human recombinant) [Glucagon Emergency Kit (human)],4832,glucagon,,term-join,B3-generic-paren,,,,not-needed,
041661,glucagon (human recombinant) [Glucagon Emergency Kit (human)],4832,glucagon,,term-join,B3-generic-paren,,,,not-needed,
041662,dalteparin (porcine) [Fragmin],67109,dalteparin,,term-join,B3-generic-paren,,,,not-needed,
041692,miconazole nitrate [Monistat 1 Combo Pack],42790,miconazole nitrate,,term-join,B1-generic,,,,not-needed,
041694,Valerian,1537753,Valeriana officinalis whole extract,,code-search,,1537753,Valeriana officinalis whole extract,0.85,ok,Valerian refers to the plant; whole extract is the closest general match
041698,Dipyridamole,3521,dipyridamole,,term-join,Q1-exact,,,,not-needed,
041699,Persantine,203015,Persantine,,term-join,Q1-exact,,,,not-needed,
041700,Persantine,203015,Persantine,,term-join,Q1-exact,,,,not-needed,
041729,diflorasone-emollient [ApexiCon E],966577,diflorasone diacetate 0.05 % Topical Cream,,code-search,,966577,diflorasone diacetate 0.05 % Topical Cream,0.85,ok,ApexiCon E is diflorasone diacetate emollient cream
041745,Sulfacetamide Sodium (Acne),82101,sulfacetamide sodium,,term-join,Q3-paren,,,,not-needed,
041797,metronidazole [MetroLotion],6922,metronidazole,,term-join,B1-generic,,,,not-needed,
041798,Metronidazole,6922,metronidazole,,term-join,Q1-exact,,,,not-needed,
041799,metronidazole [Rosadan],6922,metronidazole,,term-join,B1-generic,,,,not-needed,
041800,Noritate,218778,Noritate,,term-join,Q1-exact,,,,not-needed,
041805,Neurontin,196498,Neurontin,,term-join,Q1-exact,,,,not-needed,
041806,Neurontin,196498,Neurontin,,term-join,Q1-exact,,,,not-needed,
041823,aspirin,1191,aspirin,,term-join,Q1-exact,,,,not-needed,
041829,cranberry fruit concentrate [cranberry],,,"code-search proposed 125933 'cranberry preparation' at 0.80, below the 0.85 threshold.",code-search,,125933,cranberry preparation,0.80,below-threshold,Closest broader match for cranberry fruit concentrate
041832,tacrolimus [Prograf],42316,tacrolimus,,term-join,B1-generic,,,,not-needed,
041833,Taxotere,202982,Taxotere,,term-join,Q1-exact,,,,not-needed,
041839,aloe vera,318340,Aloe vera preparation,,code-search,,318340,Aloe vera preparation,0.90,ok,Generic Aloe Vera matches the broad preparation concept
041843,polyethylene glycol 3350 [SmoothLax],221147,polyethylene glycol 3350,,term-join,B1-generic,,,,not-needed,
041845,mycophenolate mofetil [CellCept],68149,mycophenolate mofetil,,term-join,B1-generic,,,,not-needed,
041848,Xopenex,261702,Xopenex,,term-join,Q1-exact,,,,not-needed,
041849,Xopenex,261702,Xopenex,,term-join,Q1-exact,,,,not-needed,
041880,Xifaxan,539786,XIFAXAN,,term-join,Q1-exact,,,,not-needed,
041893,ceftriaxone,2193,ceftriaxone,,term-join,Q1-exact,,,,not-needed,
041895,estradiol,4083,estradiol,,term-join,Q1-exact,,,,not-needed,
041897,irbesartan-hydrochlorothiazide [Avalide],261454,Avalide,,term-join,B5-brand,,,,not-needed,
041964,Vicks Vaporub,39381,Vaporub,,code-search,,39381,Vaporub,0.85,ok,Brand name for Vicks Vaporub; matches the product
042074,sodium ferric gluconat-sucrose,261435,sodium ferric gluconate complex,,code-search,,261435,sodium ferric gluconate complex,0.90,ok,FSN matches the drug concept
042076,insulin lispro protam-lispro [Humalog Mix 75-25 KwikPen],847252,insulin lispro protamine / insulin lispro 75/25 in 3 ML Pen Injector,,code-search,,847252,insulin lispro protamine / insulin lispro 75/25 in 3 ML Pen Injector,0.90,ok,KwikPen is a pen injector; matches 75/25 lispro pen
042081,Cenestin,261472,Cenestin,,term-join,Q1-exact,,,,not-needed,
042105,Mucinex DM,214488,dextromethorphan / guaifenesin,,code-search,,214488,dextromethorphan / guaifenesin,0.85,ok,Mucinex DM is brand for dextromethorphan/guaifenesin
042138,pramoxine-menthol [Gold Bond Medicated Anti-Itch],691122,menthol / pramoxine,,code-search,,691122,menthol / pramoxine,0.85,ok,FSN matches pramoxine-menthol combination exactly
042139,hydroxyzine HCl (bulk),154987,hydroxyzine hydrochloride,,term-join,Q4-paren-salt,,,,not-needed,
042223,calcium-vitamin D-vitamin K,1244924,calcium carbonate / cholecalciferol / vitamin K,,code-search,,1244924,calcium carbonate / cholecalciferol / vitamin K,0.85,ok,"Combination product matching calcium, vitamin D, vitamin K without dose overstepping"
042496,Treanda,741098,Treanda,,term-join,Q1-exact,,,,not-needed,
042596,Stopain,220038,Stopain,,term-join,Q1-exact,,,,not-needed,
042606,oxybutynin chloride [Ditropan XL],54251,oxybutynin chloride,,term-join,B1-generic,,,,not-needed,
042650,GenTeal Severe,,,"code-search proposed 491498 'carboxymethylcellulose sodium' at 0.75, below the 0.85 threshold.",code-search,,491498,carboxymethylcellulose sodium,0.75,below-threshold,GenTeal Severe is a brand of artificial tears; active ingredient is carboxymethylcellulose sodium
042661,rosiglitazone [Avandia],84108,rosiglitazone,,term-join,B1-generic,,,,not-needed,
042662,rosiglitazone [Avandia],84108,rosiglitazone,,term-join,B1-generic,,,,not-needed,
042663,Avandia,261455,Avandia,,term-join,Q1-exact,,,,not-needed,
042681,amoxicillin,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
042682,amoxicillin,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
042683,amoxicillin,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
042684,amoxicillin,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
042708,Robitussin Long-Acting,,,"code-search proposed 3289 'dextromethorphan' at 0.80, below the 0.85 threshold.",code-search,,3289,dextromethorphan,0.80,below-threshold,Robitussin Long-Acting's active ingredient is dextromethorphan
042778,minocycline [Minocin],6980,minocycline,,term-join,B1-generic,,,,not-needed,
042783,perindopril erbumine,72260,perindopril erbumine,,term-join,Q1-exact,,,,not-needed,
042801,B complex-vitamin C-folic acid,,,"code-search proposed 1102195 'ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12' at 0.60, below the 0.85 threshold.",code-search,,1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12,0.60,below-threshold,"Contains vitamin C, B-complex vitamins, and folic acid but adds iron ingredients"
042868,Chondroitin Sulfate,2473,chondroitin sulfates,,code-search,,2473,chondroitin sulfates,0.85,ok,
042869,magnesium-calcium-folic acid [MagneBind 400],1009033,calcium carbonate / folic acid / magnesium carbonate,,code-search,,1009033,calcium carbonate / folic acid / magnesium carbonate,0.85,ok,Combination drug matching magnesium-calcium-folic acid brand
042922,risperidone [Risperdal],35636,risperidone,,term-join,B1-generic,,,,not-needed,
042923,risperidone [Risperdal],35636,risperidone,,term-join,B1-generic,,,,not-needed,
042924,magnesium chloride [Mag 64],6579,magnesium chloride,,term-join,B1-generic,,,,not-needed,
042926,B Complex-Vitamin C-Folic Acid,,,"code-search proposed 1102195 'ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12' at 0.60, below the 0.85 threshold.",code-search,,1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12,0.60,below-threshold,"Contains vitamin C, B-complex vitamins, and folic acid but adds iron ingredients"
042943,pioglitazone [Actos],33738,pioglitazone,,term-join,B1-generic,,,,not-needed,
042944,pioglitazone [Actos],33738,pioglitazone,,term-join,B1-generic,,,,not-needed,
042945,pioglitazone [Actos],33738,pioglitazone,,term-join,B1-generic,,,,not-needed,
042966,NovoPen Jr,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
042993,zaleplon [Sonata],74667,zaleplon,,term-join,B1-generic,,,,not-needed,
042994,zaleplon [Sonata],74667,zaleplon,,term-join,B1-generic,,,,not-needed,
043010,temozolomide [Temodar],37776,temozolomide,,term-join,B1-generic,,,,not-needed,
043011,temozolomide [Temodar],37776,temozolomide,,term-join,B1-generic,,,,not-needed,
043012,temozolomide [Temodar],37776,temozolomide,,term-join,B1-generic,,,,not-needed,
043013,temozolomide [Temodar],37776,temozolomide,,term-join,B1-generic,,,,not-needed,
043020,menthol,6750,menthol,,term-join,Q1-exact,,,,not-needed,
043042,Prenatabs FA,,,"code-search proposed 797463 'prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet' at 0.75, below the 0.85 threshold.",code-search,,797463,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,0.75,below-threshold,Prenatabs FA is a prenatal vitamin with folic acid; closest match
043044,Visine Tears,,,"code-search proposed 1008842 'glycerin / hypromellose' at 0.80, below the 0.85 threshold.",code-search,,1008842,glycerin / hypromellose,0.80,below-threshold,Visine Tears lubricant eye drops contain glycerin and hypromellose
043050,Glucosamine Complex,,,"code-search proposed 4845 'glucosamine' at 0.80, below the 0.85 threshold.",code-search,,4845,glucosamine,0.80,below-threshold,No exact 'complex' code; base concept glucosamine matches
043060,Lofibra,352747,Lofibra,,term-join,Q1-exact,,,,not-needed,
043061,fenofibrate micronized [Lofibra],221100,fenofibrate micronized,,term-join,B1-generic,,,,not-needed,
043073,Milk Thistle,283579,milk thistle extract,,code-search,,283579,milk thistle extract,0.90,ok,General milk thistle extract matches input without specifying part
043074,milk thistle,283579,milk thistle extract,,code-search,,283579,milk thistle extract,0.90,ok,General milk thistle extract matches input without specifying part
043075,milk thistle,283579,milk thistle extract,,code-search,,283579,milk thistle extract,0.90,ok,General milk thistle extract matches input without specifying part
043078,cats claw (uncaria tomentosa) [cat's claw (uncaria tomentosa)],285223,cat's claw preparation,,code-search,,285223,cat's claw preparation,0.85,ok,FSN matches input; extracts are narrower
043081,Cran-Max,125933,cranberry preparation,,code-search,,125933,cranberry preparation,0.85,ok,Cran-Max is a cranberry supplement; preparation matches without overstepping
043094,Stromectol,220057,Stromectol,,term-join,Q1-exact,,,,not-needed,
043103,Propranolol 1mg/1mL 1mL VIAL,856443,propranolol HCl 1 MG in 1 ML Injection,,code-search,,856443,propranolol HCl 1 MG in 1 ML Injection,0.95,ok,FSN matches propranolol 1mg/1mL injection
043113,ferrous sulfate [High Potency Iron],24947,ferrous sulfate,,term-join,B1-generic,,,,not-needed,
043118,Zaditor,261705,Zaditor,,term-join,Q1-exact,,,,not-needed,
043119,zanamivir [Relenza Diskhaler],69722,zanamivir,,term-join,B1-generic,,,,not-needed,
043120,Glucosamine (Bulk),4845,glucosamine,,term-join,Q3-paren,,,,not-needed,
043121,Odorless Garlic,,,"code-search proposed 265647 'garlic preparation' at 0.80, below the 0.85 threshold.",code-search,,265647,garlic preparation,0.80,below-threshold,Garlic preparation captures the substance; 'odorless' is a qualifier
043134,Cranberry,125933,cranberry preparation,,code-search,,125933,cranberry preparation,0.85,ok,General cranberry ingredient; captures substance without product specificity
043135,cranberry extract [Cranberry Juice Powder],,,"code-search proposed 1358977 'cranberry juice' at 0.80, below the 0.85 threshold.",code-search,,1358977,cranberry juice,0.80,below-threshold,Cranberry juice powder is a cranberry juice product
043136,PriLOSEC,203345,Prilosec,,term-join,Q1-exact,,,,not-needed,
043137,Prilosec,203345,Prilosec,,term-join,Q1-exact,,,,not-needed,
043147,Chromium Picolinate,59308,chromium picolinate,,term-join,Q1-exact,,,,not-needed,
