mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
42998030202,Nitroprusside Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,9895,sodium nitroprusside,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nitroprusside Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,9895,Nitroprusside Sodium
42998030301,Amobarbital Sodium,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Amobarbital Sodium' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
43068010202,Iloperidone,http://www.nlm.nih.gov/research/umls/rxnorm,848738,Fanapt 2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 848738. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,848738,Fanapt 2 MG Oral Tablet,,
43068010602,Iloperidone,http://www.nlm.nih.gov/research/umls/rxnorm,848746,Fanapt 6 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 848746. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,848746,Fanapt 6 MG Oral Tablet,,
43068011304,Iloperidone,http://www.nlm.nih.gov/research/umls/rxnorm,848752,Fanapt Titration Pack,"RxNorm 20231106 lists this NDC on RxCUI 848752. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,848752,Fanapt Titration Pack,,
43199001401,Hyoscyamine SO4 (Time Release),http://www.nlm.nih.gov/research/umls/rxnorm,1046770,hyoscyamine sulfate 0.375 MG 12HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1046770. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1046770,hyoscyamine sulfate 0.375 MG 12HR Extended Release Oral Tablet,1225,Hyoscyamine SO4 (Time Release)
43199001560,Vitamin D,http://www.nlm.nih.gov/research/umls/rxnorm,237723,ergocalciferol 200 MCG (8000 UNT) in 1 mL Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 237723. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,237723,ergocalciferol 200 MCG (8000 UNT) in 1 mL Oral Solution,11253,Vitamin D
43353034480,MetFORMIN (Glucophage),http://www.nlm.nih.gov/research/umls/rxnorm,6809,metformin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'MetFORMIN (Glucophage)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6809,MetFORMIN (Glucophage)
43386014001,Methylergonovine Maleate,http://www.nlm.nih.gov/research/umls/rxnorm,996824,methylergonovine maleate 0.2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 996824. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,996824,methylergonovine maleate 0.2 MG Oral Tablet,84158,Methylergonovine Maleate
43386014028,Methylergonovine Maleate,http://www.nlm.nih.gov/research/umls/rxnorm,996824,methylergonovine maleate 0.2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 996824. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,996824,methylergonovine maleate 0.2 MG Oral Tablet,84158,Methylergonovine Maleate
43386016101,Misoprostol,http://www.nlm.nih.gov/research/umls/rxnorm,317128,miSOPROStol 200 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 317128. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,317128,miSOPROStol 200 MCG Oral Tablet,42331,Misoprostol
43386044024,NIFEdipine (Immediate Release),http://www.nlm.nih.gov/research/umls/rxnorm,198032,NIFEdipine 10 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 198032. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198032,NIFEdipine 10 MG Oral Capsule,7417,NIFEdipine (Immediate Release)
43386077001,Flucytosine,http://www.nlm.nih.gov/research/umls/rxnorm,197703,flucytosine 500 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 197703. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197703,flucytosine 500 MG Oral Capsule,4451,Flucytosine
43386077101,Flucytosine,http://www.nlm.nih.gov/research/umls/rxnorm,197702,flucytosine 250 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 197702. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197702,flucytosine 250 MG Oral Capsule,4451,Flucytosine
43478090088,Propranolol LA,http://www.nlm.nih.gov/research/umls/rxnorm,856535,propranolol HCl 60 MG 24HR Extended Release Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 856535. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,856535,propranolol HCl 60 MG 24HR Extended Release Oral Capsule,8787,Propranolol LA
43478090288,Propranolol LA,http://www.nlm.nih.gov/research/umls/rxnorm,856460,propranolol HCl 120 MG 24HR Extended Release Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 856460. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,856460,propranolol HCl 120 MG 24HR Extended Release Oral Capsule,8787,Propranolol LA
43547026810,rOPINIRole,http://www.nlm.nih.gov/research/umls/rxnorm,312845,rOPINIRole HCl 0.25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 312845. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312845,rOPINIRole HCl 0.25 MG Oral Tablet,72302,rOPINIRole
43547027010,Ropinirole,http://www.nlm.nih.gov/research/umls/rxnorm,314208,rOPINIRole HCl 1 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 314208. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,314208,rOPINIRole HCl 1 MG Oral Tablet,72302,Ropinirole
43547027410,Ropinirole,http://www.nlm.nih.gov/research/umls/rxnorm,312849,rOPINIRole HCl 5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 312849. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312849,rOPINIRole HCl 5 MG Oral Tablet,72302,Ropinirole
43547027609,Donepezil,http://www.nlm.nih.gov/research/umls/rxnorm,997223,donepezil HCl 10 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 997223. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,997223,donepezil HCl 10 MG Oral Tablet,135447,Donepezil
43547034206,RisperiDONE,http://www.nlm.nih.gov/research/umls/rxnorm,312831,risperiDONE 2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 312831. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312831,risperiDONE 2 MG Oral Tablet,35636,RisperiDONE
43547036703,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,349483,valsartan 40 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 349483. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,349483,valsartan 40 MG Oral Tablet,69749,Valsartan
43547036809,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,349199,valsartan 80 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 349199. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,349199,valsartan 80 MG Oral Tablet,69749,Valsartan
43547036909,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,349201,valsartan 160 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 349201. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,349201,valsartan 160 MG Oral Tablet,69749,Valsartan
43547040610,ClonazePAM,http://www.nlm.nih.gov/research/umls/rxnorm,197527,clonazePAM 0.5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 197527. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197527,clonazePAM 0.5 MG Oral Tablet,2598,ClonazePAM
43547040710,ClonazePAM,http://www.nlm.nih.gov/research/umls/rxnorm,197528,clonazePAM 1 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 197528. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197528,clonazePAM 1 MG Oral Tablet,2598,ClonazePAM
43598016530,OLANZapine,http://www.nlm.nih.gov/research/umls/rxnorm,312079,OLANZapine 7.5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 312079. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312079,OLANZapine 7.5 MG Oral Tablet,61381,OLANZapine
43598020451,Amoxicillin-Clavulanic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,617322,amoxicillin 250 MG / clavulanic acid 62.5 MG in 5 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 617322. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,617322,amoxicillin 250 MG / clavulanic acid 62.5 MG in 5 mL Oral Suspension,19711,Amoxicillin-Clavulanic Acid
43598021040,Silver Sulfadiazine 1% Cream,http://www.nlm.nih.gov/research/umls/rxnorm,208185,SSD 1 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 208185. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,208185,SSD 1 % Topical Cream,106351,Silver Sulfadiazine 1% Cream
43598021055,Silver Sulfadiazine 1% Cream,http://www.nlm.nih.gov/research/umls/rxnorm,208185,SSD 1 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 208185. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,208185,SSD 1 % Topical Cream,106351,Silver Sulfadiazine 1% Cream
43598028335,Liposomal DOXOrubicin (Doxil),http://www.nlm.nih.gov/research/umls/rxnorm,1790115,DOXOrubicin HCl liposome 20 MG in 10 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1790115. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1790115,DOXOrubicin HCl liposome 20 MG in 10 ML Injection,214525,Liposomal DOXOrubicin (Doxil)
43598030562,azaCITIDine (Subcut),http://www.nlm.nih.gov/research/umls/rxnorm,485246,azaCITIDine 100 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 485246. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,485246,azaCITIDine 100 MG Injection,,
43598040516,Phytonadione,http://www.nlm.nih.gov/research/umls/rxnorm,1670192,phytonadione 10 MG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1670192. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1670192,phytonadione 10 MG in 1 ML Injection,8308,Phytonadione
43598043611,Nitroglycerin SL,http://www.nlm.nih.gov/research/umls/rxnorm,198039,nitroglycerin 0.4 MG Sublingual Tablet,"RxNorm 20231106 lists this NDC on RxCUI 198039. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198039,nitroglycerin 0.4 MG Sublingual Tablet,4917,Nitroglycerin SL
43598044674,Nicotine Patch,http://www.nlm.nih.gov/research/umls/rxnorm,198031,nicotine 7 MG/Day 24HR Transdermal System,"RxNorm 20231106 lists this NDC on RxCUI 198031. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198031,nicotine 7 MG/Day 24HR Transdermal System,780005003,Nicotine Patch
43598050530,raloxifene,http://www.nlm.nih.gov/research/umls/rxnorm,1490065,raloxifene HCl 60 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1490065. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1490065,raloxifene HCl 60 MG Oral Tablet,72143,raloxifene
43598065011,Thiotepa,http://www.nlm.nih.gov/research/umls/rxnorm,1660009,thiotepa 15 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 1660009. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1660009,thiotepa 15 MG Injection,10473,Thiotepa
43825010201,Ofirmev,http://www.nlm.nih.gov/research/umls/rxnorm,1041530,OFIRMEV 1000 MG in 100 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1041530. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1041530,OFIRMEV 1000 MG in 100 ML Injection,,
44087081808,Crinone,http://www.nlm.nih.gov/research/umls/rxnorm,153581,Crinone,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Crinone', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,153581,Crinone
44087152001,Mitoxantrone HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203129,mitoxantrone hydrochloride,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Mitoxantrone HCl', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,203129,Mitoxantrone HCl
44206025110,"Albumin, Human 25 %",http://www.nlm.nih.gov/research/umls/rxnorm,1742406,AlbuRx 25 % in 100 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1742406. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1742406,AlbuRx 25 % in 100 ML Injection,,
44206031050,Albumin 5% (25g / 500mL),http://www.nlm.nih.gov/research/umls/rxnorm,1741903,AlbuRx 5 % in 500 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1741903. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1741903,AlbuRx 5 % in 500 ML Injection,1741423,Albumin 5% (25g / 500mL)
44206043605,Privigen,http://www.nlm.nih.gov/research/umls/rxnorm,1809521,privigen 10 % in 50 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1809521. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1809521,privigen 10 % in 50 ML Injection,,
44206045510,Immune Globulin 20% (Hizentra),http://www.nlm.nih.gov/research/umls/rxnorm,1809063,Hizentra 20 % in 50 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1809063. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1809063,Hizentra 20 % in 50 ML Injection,,
44206053211,Cytomegalovirus Immune Glob,http://www.nlm.nih.gov/research/umls/rxnorm,209029,Cytogam 2.5 GM in 50 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 209029. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,209029,Cytogam 2.5 GM in 50 ML Injection,,
44206310101,Cytomegalovirus Immune Glob,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Cytomegalovirus Immune Glob' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
44206310110,Cytomegalovirus Immune Glob,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Cytomegalovirus Immune Glob' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
44567010310,Ampicillin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,1721476,ampicillin 2 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1721476. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1721476,ampicillin 2 GM Injection,,
44567022210,Nafcillin,http://www.nlm.nih.gov/research/umls/rxnorm,1721460,nafcillin 2 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1721460. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1721460,nafcillin 2 GM Injection,7233,Nafcillin
44567023525,CefTAZidime Graded Challenge,http://www.nlm.nih.gov/research/umls/rxnorm,1659283,cefTAZidime 1 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1659283. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1659283,cefTAZidime 1 GM Injection,2191,CefTAZidime Graded Challenge
44567023610,CefTAZidime,http://www.nlm.nih.gov/research/umls/rxnorm,1659287,cefTAZidime 2 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1659287. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1659287,cefTAZidime 2 GM Injection,2191,CefTAZidime
44567024010,Cefepime Desensitization,http://www.nlm.nih.gov/research/umls/rxnorm,1665093,cefepime 1 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1665093. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1665093,cefepime 1 GM Injection,,
44567024110,CefePIME,http://www.nlm.nih.gov/research/umls/rxnorm,1665088,cefepime 2 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1665088. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1665088,cefepime 2 GM Injection,20481,CefePIME
44567042024,Magnesium Sulfate,http://www.nlm.nih.gov/research/umls/rxnorm,1658259,magnesium sulfate 2 GM in 50 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1658259. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1658259,magnesium sulfate 2 GM in 50 ML Injection,6585,Magnesium Sulfate
44567051001,CISplatin,http://www.nlm.nih.gov/research/umls/rxnorm,309311,CISplatin 1 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 309311. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,309311,CISplatin 1 MG/ML Injectable Solution,2555,CISplatin
44567062101,Calcium Gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,2117608,calcium gluconate 2000 MG in 100 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 2117608. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,2117608,calcium gluconate 2000 MG in 100 ML Injection,1908,Calcium Gluconate
44567062124,Calcium Gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,2117608,calcium gluconate 2000 MG in 100 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 2117608. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,2117608,calcium gluconate 2000 MG in 100 ML Injection,1908,Calcium Gluconate
44567070725,CeFAZolin Desensitization,http://www.nlm.nih.gov/research/umls/rxnorm,1665050,ceFAZolin 1 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1665050. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1665050,ceFAZolin 1 GM Injection,,
44567070810,CefazoLIN,http://www.nlm.nih.gov/research/umls/rxnorm,313920,ceFAZolin 200 MG/ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 313920. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,313920,ceFAZolin 200 MG/ML Injection,2180,CefazoLIN
45802004064,Selenium Sulfide,http://www.nlm.nih.gov/research/umls/rxnorm,238600,selenium sulfide 2.5 % Topical Suspension,"RxNorm 20231106 lists this NDC on RxCUI 238600. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,238600,selenium sulfide 2.5 % Topical Suspension,36345,Selenium Sulfide
45802004835,Nystatin Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,884308,"nystatin 100,000 UNT/GM Topical Ointment","RxNorm 20231106 lists this NDC on RxCUI 884308. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,884308,"nystatin 100,000 UNT/GM Topical Ointment",884308,Nystatin Ointment
45802005635,Gentamicin 0.1% Cream,http://www.nlm.nih.gov/research/umls/rxnorm,197735,gentamicin sulfate 0.1 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 197735. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197735,gentamicin sulfate 0.1 % Topical Cream,197735,Gentamicin 0.1% Cream
45802005911,Nystop,http://www.nlm.nih.gov/research/umls/rxnorm,543546,"nystatin 100,000 UNT/GM Topical Cream","RxNorm 20231106 lists this NDC on RxCUI 543546. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,543546,"nystatin 100,000 UNT/GM Topical Cream",218830,Nystop
45802006003,Bacitracin Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,1648110,bacitracin 500 UNT in GM Topical Ointment,"RxNorm 20231106 lists this NDC on RxCUI 1648110. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1648110,bacitracin 500 UNT in GM Topical Ointment,5220000,Bacitracin Ointment
45802009851,Mesalamine Enema,http://www.nlm.nih.gov/research/umls/rxnorm,238151,mesalamine 4 GM per 60 mL Enema,"RxNorm 20231106 lists this NDC on RxCUI 238151. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,238151,mesalamine 4 GM per 60 mL Enema,,
45802011222,Mupirocin Ointment 2%,http://www.nlm.nih.gov/research/umls/rxnorm,106346,mupirocin 2 % Topical Ointment,"RxNorm 20231106 lists this NDC on RxCUI 106346. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,106346,mupirocin 2 % Topical Ointment,106346,Mupirocin Ointment 2%
45802036335,Tretinoin 0.25% Gel,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Tretinoin 0.25% Gel' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
45802042578,Fexofenadine,http://www.nlm.nih.gov/research/umls/rxnorm,997501,fexofenadine HCl 60 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 997501. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,997501,fexofenadine HCl 60 MG Oral Tablet,87636,Fexofenadine
45802043411,Clotrimazole Cream,http://www.nlm.nih.gov/research/umls/rxnorm,309367,clotrimazole 1 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 309367. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,309367,clotrimazole 1 % Topical Cream,2623,Clotrimazole Cream
45802046564,Ketoconazole Shampoo,http://www.nlm.nih.gov/research/umls/rxnorm,106336,ketoconazole 2 % Medicated Shampoo,"RxNorm 20231106 lists this NDC on RxCUI 106336. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,106336,ketoconazole 2 % Medicated Shampoo,387216007,Ketoconazole Shampoo
45802052555,Lactic Acid 12% Lotion,http://www.nlm.nih.gov/research/umls/rxnorm,197362,ammonium lactate 12 % Topical Lotion,"RxNorm 20231106 lists this NDC on RxCUI 197362. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197362,ammonium lactate 12 % Topical Lotion,607229,Lactic Acid 12% Lotion
45802056202,Clindamycin 1% Solution,http://www.nlm.nih.gov/research/umls/rxnorm,309333,clindamycin phosphate 1 % Topical Solution,"RxNorm 20231106 lists this NDC on RxCUI 309333. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,309333,clindamycin phosphate 1 % Topical Solution,309333,Clindamycin 1% Solution
45802071708,Terconazole 80mg Vag. Supp,http://www.nlm.nih.gov/research/umls/rxnorm,198245,terconazole 80 MG Vaginal Insert,"RxNorm 20231106 lists this NDC on RxCUI 198245. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198245,terconazole 80 MG Vaginal Insert,198245,Terconazole 80mg Vag. Supp
45802073030,Acetaminophen,http://www.nlm.nih.gov/research/umls/rxnorm,198443,acetaminophen 650 MG Rectal Suppository,"RxNorm 20231106 lists this NDC on RxCUI 198443. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198443,acetaminophen 650 MG Rectal Suppository,161,Acetaminophen
45802073032,Acetaminophen (Rectal),http://www.nlm.nih.gov/research/umls/rxnorm,198443,acetaminophen 650 MG Rectal Suppository,"RxNorm 20231106 lists this NDC on RxCUI 198443. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198443,acetaminophen 650 MG Rectal Suppository,,
45802075930,Promethazine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,992454,promethazine HCl 25 MG Rectal Suppository,"RxNorm 20231106 lists this NDC on RxCUI 992454. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,992454,promethazine HCl 25 MG Rectal Suppository,,
45802092594,Clobetasol Propionate 0.05% Gel,http://www.nlm.nih.gov/research/umls/rxnorm,861434,clobetasol propionate 0.05 % Topical Gel,"RxNorm 20231106 lists this NDC on RxCUI 861434. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,861434,clobetasol propionate 0.05 % Topical Gel,861434,Clobetasol Propionate 0.05% Gel
45963041806,Ranolazine ER,http://www.nlm.nih.gov/research/umls/rxnorm,616749,ranolazine 500 MG 12HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 616749. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616749,ranolazine 500 MG 12HR Extended Release Oral Tablet,420365007,Ranolazine ER
45963043963,Lactulose,http://www.nlm.nih.gov/research/umls/rxnorm,544452,Constulose 10 GM in 15 mL Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 544452. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,544452,Constulose 10 GM in 15 mL Oral Solution,6218,Lactulose
45963046003,lansoprazole,http://www.nlm.nih.gov/research/umls/rxnorm,17128,lansoprazole,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'lansoprazole', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,17128,lansoprazole
45963061359,PACLItaxel (TaxOL),http://www.nlm.nih.gov/research/umls/rxnorm,312199,PACLitaxel 6 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 312199. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312199,PACLitaxel 6 MG/ML Injectable Solution,56946,PACLItaxel (TaxOL)
